Refcode,Year,MOF Density (g/cm3),Helium Void Fraction (-),Surface Area (m2/g),Free Volume (cm3/g),Pore Limiting Diameter (A),Large Cavity Diameter (A),Ratio LCD/PLD (-),Porosity,Density (g/cm3),Helium void fraction (-),Surface area (m2/g),Free volume (cm3/g),Pore limiting diameter (A),Large cavity diameter (A),LCD/PLD (-)
SEGFOB,All Years,0.541,0.78323,4557.02,1.425,6.23,7.69,1.23434992,2D,[0.0-0.6),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[7.0-8.0),[1.2-1.3)
RIPKIM,All Years,1.288,0.316668,509.94,0.199,6.23,6.91,1.109149278,1D,[1.2-1.3),[0.3-0.4),[500-600),[0.1-0.2),[6.0-8.0),[6.5-7.0),[1.1-1.2)
MIGQOK,All Years,1.336,0.598962,1207.2,0.436,6.25,7.54,1.2064,1D,[1.3-1.4),[0.5-0.6),[1000-1250),[0.4-0.5),[6.0-8.0),[7.0-8.0),[1.2-1.3)
ZIDYOC,All Years,1.777,0.379648,467.26,0.198,6.26,6.95,1.110223642,1D,[1.6-1.8),[0.3-0.4),[400-500),[0.1-0.2),[6.0-8.0),[6.5-7.0),[1.1-1.2)
RIPKOS,All Years,1.254,0.315321,505.66,0.208,6.26,6.88,1.099041534,1D,[1.2-1.3),[0.3-0.4),[500-600),[0.2-0.3),[6.0-8.0),[6.5-7.0),[1.0-1.1)
REWNEO,All Years,0.578,0.833289,3483.8,1.308,6.3,19.23,3.052380952,1D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[3.0-4.0)
DIRYUA,All Years,0.85,0.591828,1603.11,0.647,6.31,7.07,1.12044374,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.6-0.8),[6.0-8.0),[7.0-8.0),[1.1-1.2)
RIPKIM01,All Years,1.256,0.318531,528.07,0.208,6.31,6.93,1.098256735,1D,[1.2-1.3),[0.3-0.4),[500-600),[0.2-0.3),[6.0-8.0),[6.5-7.0),[1.0-1.1)
FEHCOM,All Years,0.954,0.550868,1159.7,0.471,6.38,7.08,1.109717868,1D,[0.8-1.0),[0.5-0.6),[1000-1250),[0.4-0.5),[6.0-8.0),[7.0-8.0),[1.1-1.2)
TIFHAT,All Years,0.617,0.735062,3208.91,1.093,6.38,10.32,1.617554859,1D,[0.6-0.8),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.6-1.8)
TIFHEX,All Years,0.631,0.735886,3163.7,1.069,6.39,10.33,1.616588419,1D,[0.6-0.8),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.6-1.8)
ECUZEJ,All Years,0.662,0.691936,2926.99,0.924,6.4,7.72,1.20625,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[6.0-8.0),[7.0-8.0),[1.2-1.3)
SERCEZ,All Years,0.732,0.748064,2429.27,0.905,6.43,9.72,1.511664075,1D,[0.6-0.8),[0.7-0.8),[2000-3000),[0.8-1.0),[6.0-8.0),[8.0-10.0),[1.5-1.6)
REQDIC,All Years,0.74,0.635417,2911.57,0.873,6.45,7.97,1.235658915,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[6.0-8.0),[7.0-8.0),[1.2-1.3)
KINZEO,All Years,0.748,0.604851,2164.36,0.71,6.46,7.8,1.207430341,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.6-0.8),[6.0-8.0),[7.0-8.0),[1.2-1.3)
SIRVEW,All Years,0.739,0.641901,2219.61,0.778,6.46,9.76,1.510835913,2D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.5-1.6)
VEYVIG,All Years,0.897,0.546756,1837.16,0.594,6.49,7.2,1.109399076,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.5-0.6),[6.0-8.0),[7.0-8.0),[1.1-1.2)
GEYTEL,All Years,0.692,0.669196,2401.32,0.824,6.5,8.23,1.266153846,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[6.0-8.0),[8.0-10.0),[1.2-1.3)
GELFIO,All Years,0.772,0.614353,2101.01,0.715,6.51,9.13,1.402457757,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.4-1.5)
RIKFAU,All Years,1.125,0.493858,570.76,0.312,6.51,7.15,1.098310292,1D,[1.1-1.2),[0.4-0.5),[500-600),[0.3-0.4),[6.0-8.0),[7.0-8.0),[1.0-1.1)
XEXLOD,All Years,1.176,0.48419,837.5,0.332,6.51,7.02,1.078341014,1D,[1.1-1.2),[0.4-0.5),[800-1000),[0.3-0.4),[6.0-8.0),[7.0-8.0),[1.0-1.1)
CILREW,All Years,0.794,0.615776,1865.69,0.742,6.52,7.23,1.108895706,1D,[0.6-0.8),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[7.0-8.0),[1.1-1.2)
XEQMOX,All Years,1.075,0.532513,1417.61,0.486,6.55,8.09,1.235114504,1D,[1.0-1.1),[0.5-0.6),[1250-1500),[0.4-0.5),[6.0-8.0),[8.0-10.0),[1.2-1.3)
ZIGFEC,All Years,0.799,0.744613,2116.7,0.86,6.55,13.77,2.102290076,3D,[0.6-0.8),[0.7-0.8),[2000-3000),[0.8-1.0),[6.0-8.0),[8.0-72.0],[2.0-2.5)
VIDRAD,All Years,1.007,0.526449,1284.25,0.441,6.56,7.42,1.131097561,1D,[1.0-1.1),[0.5-0.6),[1250-1500),[0.4-0.5),[6.0-8.0),[7.0-8.0),[1.1-1.2)
TESHEG,All Years,0.544,0.839358,4891.16,1.452,6.57,7.29,1.109589041,2D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[7.0-8.0),[1.1-1.2)
PELQII,All Years,0.684,0.692245,2570.73,0.88,6.58,8.96,1.361702128,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[6.0-8.0),[8.0-10.0),[1.3-1.4)
ACELIF,All Years,0.759,0.657457,2140.83,0.739,6.59,7.86,1.192716237,2D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.6-0.8),[6.0-8.0),[7.0-8.0),[1.1-1.2)
GESFAN,All Years,1.117,0.288495,531.94,0.214,6.6,6.82,1.033333333,1D,[1.1-1.2),[0.2-0.3),[500-600),[0.2-0.3),[6.0-8.0),[6.5-7.0),[1.0-1.1)
RIKFEY,All Years,1.071,0.488228,616.23,0.34,6.64,7.44,1.120481928,1D,[1.0-1.1),[0.4-0.5),[600-800),[0.3-0.4),[6.0-8.0),[7.0-8.0),[1.1-1.2)
OFACOP,All Years,0.911,0.592758,1794.14,0.583,6.67,7.79,1.167916042,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.5-0.6),[6.0-8.0),[7.0-8.0),[1.1-1.2)
FESCEN,All Years,1.059,0.482379,634.79,0.34,6.68,7.14,1.068862275,1D,[1.0-1.1),[0.4-0.5),[600-800),[0.3-0.4),[6.0-8.0),[7.0-8.0),[1.0-1.1)
XICNOO,All Years,0.988,0.657163,1573.15,0.65,6.7,16.95,2.529850746,3D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-72.0],[2.5-3.0)
BEWVIK,All Years,0.69,0.735883,3177.88,1.081,6.7,9.07,1.353731343,1D,[0.6-0.8),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-10.0),[1.3-1.4)
BEWVUW,All Years,0.688,0.736111,3179.49,1.088,6.74,9.11,1.351632047,1D,[0.6-0.8),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-10.0),[1.3-1.4)
LIBDUX,All Years,0.859,0.593075,1863.44,0.643,6.75,7.71,1.142222222,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.6-0.8),[6.0-8.0),[7.0-8.0),[1.1-1.2)
REGTOO,All Years,0.71,0.626516,2178.25,0.796,6.75,8.18,1.211851852,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.2-1.3)
REGXOS,All Years,0.922,0.61386,1434.6,0.616,6.76,19.12,2.828402367,3D,[0.8-1.0),[0.6-0.7),[1250-1500),[0.6-0.8),[6.0-8.0),[8.0-72.0],[2.5-3.0)
VICJEY,All Years,0.944,0.623842,1966,0.6,6.78,7.67,1.131268437,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[7.0-8.0),[1.1-1.2)
DIBFUR,All Years,0.732,0.660995,2264.52,0.836,6.78,7.92,1.168141593,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[6.0-8.0),[7.0-8.0),[1.1-1.2)
GESDUF,All Years,1.116,0.290085,547.7,0.222,6.78,7.31,1.078171091,1D,[1.1-1.2),[0.2-0.3),[500-600),[0.2-0.3),[6.0-8.0),[7.0-8.0),[1.0-1.1)
RIKDUM,All Years,1.088,0.495526,626.51,0.33,6.78,7.52,1.109144543,1D,[1.0-1.1),[0.4-0.5),[600-800),[0.3-0.4),[6.0-8.0),[7.0-8.0),[1.1-1.2)
XICNOO01,All Years,0.994,0.654791,1543.05,0.649,6.85,16.9,2.467153285,3D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-72.0],[2.0-2.5)
YIJZIC,All Years,0.734,0.734775,3083.77,1.01,6.85,9.4,1.372262774,3D,[0.6-0.8),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-10.0),[1.3-1.4)
IDEHUW,All Years,0.731,0.566474,2144.84,0.728,6.88,8.2,1.191860465,1D,[0.6-0.8),[0.5-0.6),[2000-3000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.1-1.2)
VIGDOG,All Years,0.418,0.854621,6818.32,1.96,6.88,7.79,1.132267442,1D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.5-2.0),[6.0-8.0),[7.0-8.0),[1.1-1.2)
VIGFEY,All Years,0.583,0.747469,3470.61,1.219,6.89,8.09,1.174165457,3D,[0.0-0.6),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-10.0),[1.1-1.2)
KINNUS,All Years,0.75,0.709843,2284.13,0.896,6.92,7.6,1.098265896,1D,[0.6-0.8),[0.7-0.8),[2000-3000),[0.8-1.0),[6.0-8.0),[7.0-8.0),[1.0-1.1)
CITYUB,All Years,1.068,0.554028,1518.99,0.478,6.96,8.69,1.248563218,1D,[1.0-1.1),[0.5-0.6),[1500-2000),[0.4-0.5),[6.0-8.0),[8.0-10.0),[1.2-1.3)
CELVAS,All Years,0.742,0.604087,2070.56,0.729,6.96,9.03,1.297413793,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.2-1.3)
CILFIO,All Years,0.745,0.655139,2464.59,0.838,6.96,8.49,1.219827586,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[6.0-8.0),[8.0-10.0),[1.2-1.3)
REGTII,All Years,0.686,0.638186,2360,0.842,6.98,8.51,1.219197708,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[6.0-8.0),[8.0-10.0),[1.2-1.3)
VILVUJ,All Years,0.734,0.594069,1812.46,0.689,7,7.92,1.131428571,1D,[0.6-0.8),[0.5-0.6),[1500-2000),[0.6-0.8),[6.0-8.0),[7.0-8.0),[1.1-1.2)
FERGUG,All Years,0.949,0.571682,1360.71,0.525,7.03,9.71,1.381223329,2D,[0.8-1.0),[0.5-0.6),[1250-1500),[0.5-0.6),[6.0-8.0),[8.0-10.0),[1.3-1.4)
PINTAJ,All Years,0.829,0.560231,1914.77,0.641,7.06,8.76,1.240793201,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.2-1.3)
KIJXEI,All Years,0.832,0.635408,1972.13,0.684,7.09,9.2,1.297602257,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.2-1.3)
SETQOZ,All Years,0.989,0.62528,1368.76,0.538,7.1,7.66,1.078873239,1D,[0.8-1.0),[0.6-0.7),[1250-1500),[0.5-0.6),[6.0-8.0),[7.0-8.0),[1.0-1.1)
HIBSES,All Years,0.858,0.594723,1519.25,0.564,7.1,7.88,1.109859155,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.5-0.6),[6.0-8.0),[7.0-8.0),[1.1-1.2)
SETQUF,All Years,0.992,0.62618,1369.59,0.538,7.13,7.69,1.078541374,1D,[0.8-1.0),[0.6-0.7),[1250-1500),[0.5-0.6),[6.0-8.0),[7.0-8.0),[1.0-1.1)
BEPPIX,All Years,1.204,0.290342,506.06,0.204,7.13,7.43,1.042075736,1D,[1.2-1.3),[0.2-0.3),[500-600),[0.2-0.3),[6.0-8.0),[7.0-8.0),[1.0-1.1)
WIPCIJ,All Years,0.4,0.860761,7098.8,2.05,7.16,8.14,1.136871508,1D,[0.0-0.6),[0.8-0.9),[3000-10250],[2.0-7.0],[6.0-8.0),[8.0-10.0),[1.1-1.2)
KEJRIC,All Years,0.618,0.783928,3852,1.189,7.19,7.83,1.089012517,2D,[0.6-0.8),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[7.0-8.0),[1.0-1.1)
ACATAB,All Years,0.596,0.764238,2967.34,1.189,7.25,8.46,1.166896552,1D,[0.0-0.6),[0.7-0.8),[2000-3000),[1.0-1.5),[6.0-8.0),[8.0-10.0),[1.1-1.2)
KIKGAO,All Years,0.637,0.621611,2194.61,0.882,7.26,8.91,1.227272727,2D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[6.0-8.0),[8.0-10.0),[1.2-1.3)
KIGCEK,All Years,1.203,0.325543,571.76,0.233,7.3,7.6,1.04109589,1D,[1.2-1.3),[0.3-0.4),[500-600),[0.2-0.3),[6.0-8.0),[7.0-8.0),[1.0-1.1)
WELYET,All Years,0.536,0.760615,4059.27,1.385,7.36,10.1,1.372282609,2D,[0.0-0.6),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.3-1.4)
BEGZIY,All Years,0.549,0.718004,3102.49,1.244,7.38,7.96,1.078590786,1D,[0.0-0.6),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[7.0-8.0),[1.0-1.1)
WINBUS,All Years,1.384,0.518811,1087.35,0.366,7.42,8.57,1.154986523,1D,[1.3-1.4),[0.5-0.6),[1000-1250),[0.3-0.4),[6.0-8.0),[8.0-10.0),[1.1-1.2)
QIHXIQ,All Years,0.899,0.59619,1594.78,0.574,7.47,9.46,1.266398929,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.5-0.6),[6.0-8.0),[8.0-10.0),[1.2-1.3)
CITGET,All Years,0.776,0.579919,2220.99,0.697,7.47,8.63,1.155287818,1D,[0.6-0.8),[0.5-0.6),[2000-3000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.1-1.2)
CEZPUU,All Years,0.716,0.697535,2427.04,0.885,7.48,9.78,1.307486631,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[6.0-8.0),[8.0-10.0),[1.3-1.4)
HIQLUQ,All Years,0.635,0.752594,3212.57,1.114,7.57,8.32,1.099075297,1D,[0.6-0.8),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-10.0),[1.0-1.1)
BEPNIV,All Years,1.109,0.330737,595.8,0.239,7.58,7.83,1.03298153,1D,[1.1-1.2),[0.3-0.4),[500-600),[0.2-0.3),[6.0-8.0),[7.0-8.0),[1.0-1.1)
NENBUF,All Years,0.845,0.604185,1716.17,0.629,7.59,8.91,1.173913043,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.1-1.2)
WEWZAB,All Years,0.737,0.596415,2141.88,0.733,7.64,9.26,1.212041885,1D,[0.6-0.8),[0.5-0.6),[2000-3000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.2-1.3)
SEGFUH,All Years,0.621,0.777069,2843.14,1.151,7.65,8.37,1.094117647,1D,[0.6-0.8),[0.7-0.8),[2000-3000),[1.0-1.5),[6.0-8.0),[8.0-10.0),[1.0-1.1)
VIRCUW,All Years,0.617,0.788435,3834.51,1.19,7.65,8.48,1.108496732,1D,[0.6-0.8),[0.7-0.8),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-10.0),[1.1-1.2)
KERJUO,All Years,0.707,0.585968,1986.55,0.761,7.68,9.9,1.2890625,1D,[0.6-0.8),[0.5-0.6),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.2-1.3)
KERKAV,All Years,0.714,0.585485,1953.2,0.746,7.71,9.88,1.281452659,1D,[0.6-0.8),[0.5-0.6),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.2-1.3)
DILWOM,All Years,0.612,0.738174,2948.26,1.067,7.73,9.33,1.20698577,1D,[0.6-0.8),[0.7-0.8),[2000-3000),[1.0-1.5),[6.0-8.0),[8.0-10.0),[1.2-1.3)
MIBQAR13,All Years,0.595,0.826807,3404.03,1.305,7.75,14.93,1.926451613,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR14,All Years,0.596,0.82743,3398.38,1.303,7.75,14.93,1.926451613,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR15,All Years,0.596,0.827534,3395.65,1.304,7.75,14.93,1.926451613,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR16,All Years,0.597,0.82728,3392.76,1.299,7.75,14.94,1.927741935,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR11,All Years,0.595,0.82638,3404.8,1.301,7.77,14.97,1.926640927,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR12,All Years,0.595,0.826316,3402.08,1.298,7.77,14.97,1.926640927,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
KINKOJ,All Years,0.766,0.602403,1892.74,0.713,7.78,9.72,1.249357326,1D,[0.6-0.8),[0.6-0.7),[1500-2000),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.2-1.3)
MIBQAR08,All Years,0.593,0.825147,3409.74,1.298,7.78,14.99,1.926735219,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR09,All Years,0.594,0.824826,3404.96,1.303,7.78,14.99,1.926735219,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR10,All Years,0.594,0.826117,3409.1,1.304,7.78,14.99,1.926735219,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR05,All Years,0.592,0.82277,3396.92,1.306,7.79,15.01,1.926829268,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR06,All Years,0.592,0.823792,3402.93,1.304,7.79,15.01,1.926829268,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR07,All Years,0.593,0.823982,3400.74,1.306,7.79,15,1.925545571,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR02,All Years,0.59,0.821758,3405.78,1.308,7.8,15.03,1.926923077,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR04,All Years,0.591,0.822145,3400.89,1.309,7.8,15.03,1.926923077,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR17,All Years,0.597,0.82834,3391.84,1.303,7.8,14.92,1.912820513,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR18,All Years,0.598,0.828487,3391.16,1.302,7.8,14.92,1.912820513,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR01,All Years,0.59,0.821324,3406.33,1.312,7.81,15.04,1.925736236,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR03,All Years,0.591,0.821215,3399.19,1.306,7.81,15.04,1.925736236,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR20,All Years,0.598,0.828186,3385.36,1.296,7.81,14.94,1.912932138,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR,All Years,0.589,0.820262,3406.59,1.312,7.82,15.06,1.925831202,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
MIBQAR19,All Years,0.598,0.828153,3381.39,1.292,7.82,14.95,1.911764706,3D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.0-1.5),[6.0-8.0),[8.0-72.0],[1.8-2.0)
AGOWAW,All Years,0.746,0.769381,2111.6,0.876,7.99,13.05,1.633291615,2D,[0.6-0.8),[0.7-0.8),[2000-3000),[0.8-1.0),[6.0-8.0),[8.0-72.0],[1.6-1.8)
XIQFIO,All Years,0.87,0.556268,1505.94,0.602,8.03,9.52,1.185554172,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.6-0.8),[10.0-72.0],[8.0-10.0),[1.1-1.2)
WEFZOY,All Years,0.728,0.610093,2073.33,0.778,8.06,9.08,1.126550868,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.6-0.8),[10.0-72.0],[8.0-10.0),[1.1-1.2)
LIQJEC,All Years,0.668,0.818308,3318.05,1.165,8.14,11.37,1.396805897,1D,[0.6-0.8),[0.8-0.9),[3000-10250],[1.0-1.5),[10.0-72.0],[8.0-72.0],[1.3-1.4)
AGOVID,All Years,0.642,0.817292,2868.49,1.098,8.2,12.34,1.504878049,3D,[0.6-0.8),[0.8-0.9),[2000-3000),[1.0-1.5),[10.0-72.0],[8.0-72.0],[1.5-1.6)
SIJPAD01,All Years,0.585,0.665586,3770.82,1.032,8.2,9.06,1.104878049,1D,[0.0-0.6),[0.6-0.7),[3000-10250],[1.0-1.5),[10.0-72.0],[8.0-10.0),[1.1-1.2)
XIHBEX,All Years,0.584,0.656419,3570.91,1.029,8.2,9.01,1.098780488,1D,[0.0-0.6),[0.6-0.7),[3000-10250],[1.0-1.5),[10.0-72.0],[8.0-10.0),[1.0-1.1)
XIGNOR01,All Years,0.59,0.659619,3518.96,1.012,8.21,9.02,1.098660171,1D,[0.0-0.6),[0.6-0.7),[3000-10250],[1.0-1.5),[10.0-72.0],[8.0-10.0),[1.0-1.1)
FARJUF,All Years,0.5,0.724528,3626.42,1.356,8.27,9.08,1.097944377,1D,[0.0-0.6),[0.7-0.8),[3000-10250],[1.0-1.5),[10.0-72.0],[8.0-10.0),[1.0-1.1)
CITGOD,All Years,0.905,0.567233,1761.03,0.591,8.29,8.98,1.083232811,1D,[0.8-1.0),[0.5-0.6),[1500-2000),[0.5-0.6),[10.0-72.0],[8.0-10.0),[1.0-1.1)
XESKOX,All Years,1.566,0.394195,557.26,0.227,8.35,8.59,1.028742515,1D,[1.5-1.6),[0.3-0.4),[500-600),[0.2-0.3),[10.0-72.0],[8.0-10.0),[1.0-1.1)
VIDSUY,All Years,0.482,0.708571,3540.68,1.402,8.36,9.23,1.104066986,1D,[0.0-0.6),[0.7-0.8),[3000-10250],[1.0-1.5),[10.0-72.0],[8.0-10.0),[1.1-1.2)
RICBEM,All Years,0.399,0.863722,5909.63,1.996,8.37,10.93,1.305854241,1D,[0.0-0.6),[0.8-0.9),[3000-10250],[1.5-2.0),[10.0-72.0],[8.0-72.0],[1.3-1.4)
CINZIK,All Years,1.705,0.322812,552.98,0.191,8.38,9.04,1.07875895,1D,[1.6-1.8),[0.3-0.4),[500-600),[0.1-0.2),[10.0-72.0],[8.0-10.0),[1.0-1.1)
WUKBEJ04,All Years,1.033,0.549028,1546.59,0.501,8.39,8.74,1.041716329,1D,[1.0-1.1),[0.5-0.6),[1500-2000),[0.5-0.6),[10.0-72.0],[8.0-10.0),[1.0-1.1)
PEJPEB,All Years,0.854,0.68873,1781.51,0.732,8.4,10.13,1.205952381,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[10.0-72.0],[8.0-72.0],[1.2-1.3)
KIBDAC,All Years,0.913,0.569263,1476.5,0.595,8.41,9.72,1.155766944,1D,[0.8-1.0),[0.5-0.6),[1250-1500),[0.5-0.6),[10.0-72.0],[8.0-10.0),[1.1-1.2)
XEXMEU,All Years,1.054,0.549154,1080.78,0.43,8.59,9.31,1.083818393,1D,[1.0-1.1),[0.5-0.6),[1000-1250),[0.4-0.5),[10.0-72.0],[8.0-10.0),[1.0-1.1)
LIGZAE,All Years,0.687,0.615062,1912.45,0.807,8.62,10.76,1.248259861,1D,[0.6-0.8),[0.6-0.7),[1500-2000),[0.8-1.0),[10.0-72.0],[8.0-72.0],[1.2-1.3)
XESKAJ,All Years,1.23,0.407913,707.92,0.287,8.69,9.21,1.059838895,1D,[1.2-1.3),[0.4-0.5),[600-800),[0.2-0.3),[10.0-72.0],[8.0-10.0),[1.0-1.1)
ECULOF,All Years,0.445,0.788475,5989.7,1.843,8.83,10.47,1.185730464,1D,[0.0-0.6),[0.7-0.8),[3000-10250],[1.5-2.0),[10.0-72.0],[8.0-72.0],[1.1-1.2)
XESKUD,All Years,1.379,0.36663,654.92,0.267,8.84,9.37,1.059954751,1D,[1.3-1.4),[0.3-0.4),[600-800),[0.2-0.3),[10.0-72.0],[8.0-10.0),[1.0-1.1)
QIFMOJ,All Years,0.737,0.574302,1793.97,0.727,8.85,9.96,1.125423729,1D,[0.6-0.8),[0.5-0.6),[1500-2000),[0.6-0.8),[10.0-72.0],[8.0-10.0),[1.1-1.2)
WIPDUW,All Years,1.103,0.571714,1102.33,0.475,8.96,10.46,1.167410714,1D,[1.1-1.2),[0.5-0.6),[1000-1250),[0.4-0.5),[10.0-72.0],[8.0-72.0],[1.1-1.2)
ZEFHOJ,All Years,0.728,0.762337,2263.1,0.96,8.99,10.27,1.142380423,1D,[0.6-0.8),[0.7-0.8),[2000-3000),[0.8-1.0),[10.0-72.0],[8.0-72.0],[1.1-1.2)
RANMUQ01,All Years,0.98,0.633522,1527.66,0.68,9.09,10.29,1.132013201,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[10.0-72.0],[8.0-72.0],[1.1-1.2)
