,Density of the material (g/cm3),Helium Void Fraction,Gravimetric Void Fraction,Surface Area volumetric (m2/cm3),Surface Area gravimetric (m2/g),PLD (_),LCD (_),Pore Volume (cm3/g),ch4_100bar_cccc,ch4_100bar_density_kgm3,ch4_100bar_gg,ch4_100bar_heatcap_JmolK,ch4_100bar_qst_kJmol,ch4_100_7_delcap_gg,ch4_50bar_cccc,ch4_50bar_density_kgm3,ch4_50bar_gg,ch4_50bar_heatcap_JmolK,ch4_50bar_qst_kJmol,ch4_50_7_delcap_gg,ch4_7bar_cccc,ch4_7bar_density_kgm3,ch4_7bar_gg,ch4_7bar_heatcap_JmolK,ch4_7bar_qst_kJmol
AKURIH01,0.667,0.594316,0.657415,1732.98,2600.12,7.57,8.36,0.891028486,183.55223,131.37482,0.196672797,14075.39028,14.20272,0.158464162,145.2861831,103.98645,0.15567144,14631.87621,13.59305,0.117462805,35.65963544,25.52286,0.038208635,5711.4674,12.06437
ALAHUS,1.465,0.312524,0.449182,421.45,287.7,4.11,5.48,0.213326962,125.4398127,89.78171,0.061289146,12907.4128,20.00712,0.035592241,110.828067,79.32356,0.054149934,12471.13122,19.4131,0.028453029,52.59356898,37.64308,0.025696905,14273.13532,18.85187
ALAMUW,0.65,0.79993,0.749206,2216.49,3410.12,5.58,11.34,1.230661538,263.0830662,188.29784,0.289703497,26919.34302,16.1031,0.210113377,221.8752065,158.80392,0.244325962,23739.66821,14.81164,0.164735842,72.27670032,51.73099,0.07959012,17048.03111,13.62402
ALANAD,0.926,0.505709,0.555943,1246.11,1345.39,5.1,7.71,0.54612203,172.3825198,123.38026,0.133211624,23183.78711,18.40535,0.073746909,155.3442853,111.18539,0.120045029,24813.25623,17.0786,0.060580314,76.95032232,55.07606,0.059464715,27802.43437,16.33924
ALECUP,1.219,0.390866,0.605287,650.61,533.54,3.81,5.08,0.320644791,160.6207656,114.96196,0.094275542,9664.30452,19.15228,0.049544524,143.1704898,102.47218,0.084033191,10110.11716,18.28608,0.039302173,76.20990813,54.54612,0.044731018,11902.08331,17.92305
ALEJAE,0.285,0.891508,0.871517,1496.67,5249.15,13.19,18.96,3.128098246,199.7099376,142.93946,0.501325685,39196.76148,10.30174,0.44562265,123.6792478,88.52161,0.310468194,22856.08462,9.08853,0.254765159,22.19006525,15.88221,0.055703035,4284.59625,8.55781
ALEJEI,0.601,0.811569,0.760918,1958.99,3260.73,6.59,17.35,1.350364393,255.8561024,183.12525,0.304813047,16891.94529,14.76315,0.232466585,210.1005016,150.37635,0.250302312,21121.94372,14.26761,0.17795585,60.72667792,43.46423,0.072346462,9403.6274,12.89088
ALEJIM,0.63,0.743362,0.724329,1567.98,2488.15,4.29,17.72,1.179939683,235.4769911,168.5392,0.267449062,17458.43418,14.43809,0.197096878,194.0260234,138.87128,0.220370057,16930.96569,14.36703,0.150017873,61.94196575,44.33405,0.070352184,11057.2743,13.93165
ALEQEP,0.732,0.55062,0.602081,1316.94,1800.11,6.1,7.05,0.752213115,185.5446443,132.80086,0.181526629,10668.97261,17.33402,0.112317387,161.7903441,115.79906,0.158286734,11780.00232,16.87011,0.089077492,70.74115943,50.63195,0.069209242,11325.10476,15.58917
ALESAN,0.751,0.539538,0.595227,1236.16,1645.19,5.54,6.84,0.718426099,185.0111812,132.41904,0.176237708,12383.65624,17.38583,0.106477238,162.8334235,116.54563,0.155111649,15472.14587,17.56949,0.085351179,73.23328892,52.41565,0.06976047,11512.56408,15.93765
ALICEE,1.697,0.255298,0.502193,929.87,547.81,7.75,7.87,0.150440778,74.24418892,53.13919,0.03130598,4647.52622,12.32891,0.026030398,54.56563102,39.05455,0.023008273,4628.96679,11.72804,0.017732691,12.51138933,8.95484,0.005275582,951.92863,10.12077
ALICII,1.508,0.285814,0.544778,984.64,652.95,8.34,8.5,0.18953183,72.15027173,51.6405,0.034244679,4701.5679,11.18246,0.029372802,50.83034505,36.38107,0.024125604,3362.83069,10.42033,0.019253726,10.26458119,7.34672,0.004871878,712.10128,9.0351
ALOLOD,0.795,0.651119,0.646803,1640.97,2064.29,5.83,9.63,0.81901761,217.3383625,155.55674,0.195688248,26628.28575,17.1059,0.123572445,191.0032261,136.70776,0.171976481,27682.15619,16.39611,0.099860678,80.09438821,57.32638,0.072115803,33138.42595,15.85595
ALUKIC,0.73,0.627339,0.656566,1682.57,2304.16,4.26,6.33,0.859368493,208.9838525,149.57713,0.204837254,9574.0025,17.40271,0.136489529,182.5924033,130.68783,0.178969457,9290.16633,16.41958,0.110621732,69.73131392,49.90916,0.068347725,9064.12574,14.74134
ALUKOI,0.744,0.624324,0.655186,1677.33,2254.75,4.25,6.31,0.839145161,207.7562547,148.69849,0.199889322,6667.51584,16.38332,0.133342988,185.3542596,132.66459,0.178335605,9648.43414,16.65197,0.111789271,69.16536087,49.50409,0.066546334,7002.16818,14.78063
ALUKUO,0.747,0.627313,0.655642,1664.13,2228.93,4.18,6.32,0.839776439,209.7896342,150.15385,0.201116828,6305.17162,16.65266,0.132621908,184.1798998,131.82406,0.176565812,8948.74954,16.73022,0.108070892,71.44864225,51.13832,0.06849492,8416.1437,14.9173
ALULAV,0.756,0.625493,0.654613,1617.53,2139.79,4.2,6.34,0.827371693,210.0982958,150.37477,0.198928837,6832.44066,16.67355,0.131500116,182.4165482,130.56197,0.172718734,7846.24461,16.30477,0.105290014,71.21470916,50.97088,0.06742872,8778.38102,14.87979
ALULID,0.979,0.510772,0.572737,1149.51,1173.79,4.66,7.31,0.521728294,183.9973027,131.69337,0.13447639,9520.48352,18.72785,0.080040196,161.8362485,115.83192,0.118279747,10223.73086,18.55285,0.063843554,74.48231456,53.30962,0.054436193,12875.07696,16.82409
AMAFOK,1.492,0.305776,0.375849,588,393.97,5.43,6.41,0.2049437,89.24646083,63.87684,0.042799107,3790.0616,16.44253,0.012354543,83.68562057,59.89675,0.040132346,6700.03108,19.50349,0.009687782,63.48425949,45.43793,0.030444564,5836.60505,21.26314
AMAFUQ,1.481,0.314285,0.381943,651.89,440.16,5.56,6.56,0.212211344,97.66058349,69.89913,0.047196709,8617.76713,20.04495,0.015714432,88.29971378,63.19922,0.042672855,6001.02828,18.77079,0.011190577,65.14389776,46.62579,0.031482278,6058.86832,20.09898
AMAGAX,1.459,0.331476,0.391513,681.36,466.95,5.84,6.74,0.227193968,115.3286339,82.54478,0.056570659,8378.2344,19.45098,0.021440559,102.6441341,73.46603,0.050348696,7686.48884,19.88058,0.015218595,71.61851335,51.2599,0.0351301,11697.09012,21.26974
AMAGOL,0.51,0.792104,0.830597,2493.84,4892.37,8.91,9.74,1.553145098,200.9338815,143.81548,0.282135453,17319.71558,11.31359,0.252563537,133.5185239,95.56392,0.187476144,12373.7251,9.97246,0.157904228,21.06080557,15.07396,0.029571916,1608.00351,8.30223
AMAPUZ,0.957,0.36402,0.484533,483.34,504.97,4.14,5.11,0.380376176,104.3315729,74.67379,0.078016886,3634.48357,16.93349,0.023665658,99.44365605,71.17534,0.074361808,4449.21727,18.89552,0.020010579,72.6836129,52.02223,0.054351228,11398.21257,19.5536
AMILOY,1.06,0.414705,0.48589,840.53,792.82,8.91,10.45,0.391231132,138.8078607,99.34969,0.093712155,11655.5734,16.47306,0.059246885,121.5857446,87.02321,0.082085136,13024.28703,16.95785,0.047619866,51.0504798,36.53863,0.034465271,12333.29498,15.28481
AMILUE,1.034,0.426144,0.499321,843.92,816.36,10.59,11.07,0.412131528,141.2539236,101.10042,0.097799847,12403.45357,16.20422,0.064911883,121.416544,86.90211,0.084065059,13128.35815,15.59526,0.051177095,47.50062574,33.99788,0.032887964,10403.24729,14.45171
AMIMAL,1.041,0.419309,0.49358,843.77,810.8,9.25,10.58,0.402794428,138.4557562,99.09768,0.095226561,11136.64769,16.36231,0.062286141,118.3568074,84.71215,0.081402984,15974.10811,16.5097,0.048462565,47.89410275,34.2795,0.032940419,9773.96566,15.32359
AMOCAH,1.674,0.436634,0.563607,672.55,401.66,4.14,5.24,0.260832736,159.0864818,113.86381,0.068001022,16350.67082,19.21061,0.036087312,144.4601512,103.39523,0.061749042,16333.76028,18.88731,0.029835333,74.66122791,53.43768,0.03191371,15942.17122,17.76754
AMOFAK,0.741,0.615306,0.647139,1315.59,1775.65,4.77,6.19,0.83037247,207.8007571,148.73034,0.200743171,14489.98032,16.69606,0.129366152,183.5247056,131.35511,0.177291613,18982.57073,16.58796,0.105914594,73.88644119,52.88314,0.071377019,15765.1859,15.39909
AMUWIP,0.55,0.81182,0.800939,2433.43,4424.83,8.56,11.11,1.476036364,215.4663497,154.21688,0.280422271,26068.17918,12.48628,0.237457068,158.2224856,113.24542,0.20592129,19825.45713,11.52017,0.162956088,33.01291054,23.62851,0.042965202,4521.9946,10.08996
AMUWUB,0.914,0.510972,0.606369,1231.52,1347.17,7.94,9.74,0.559050328,164.7796436,117.93861,0.129015242,9593.30068,14.54031,0.096635098,135.1425927,96.72633,0.10581073,9918.99723,13.97896,0.073430585,41.35626587,29.60014,0.032380144,6302.2103,13.10271
AMUXAI,1.091,0.336246,0.480923,930.09,852.45,5.44,6.64,0.308199817,115.1079935,82.38686,0.07550982,8326.98939,16.8246,0.046648797,100.8196749,72.1602,0.06613681,7440.78756,16.50375,0.037275787,43.99605881,31.48953,0.028861023,7437.19815,15.56603
AMUYAK,0.631,0.607858,0.648197,1346.47,2135.4,5.93,6.99,0.963324881,203.1391532,145.39387,0.230586304,17288.69986,17.52152,0.161330413,172.7767059,123.66239,0.196121434,23567.60872,16.7985,0.126865543,61.01222265,43.6686,0.06925589,13329.17753,14.48851
ANAGIH,1.185,0.412782,0.507344,575.01,485.27,5.12,5.58,0.348339241,164.7994005,117.95275,0.099544624,15500.46555,21.65852,0.043856484,154.2266567,110.38547,0.093158315,10763.57898,20.08588,0.037470176,92.19354784,65.98618,0.05568814,16832.92046,20.04722
ANAGON,1.548,0.741115,0.816876,2305.52,1489.81,8.07,12.84,0.47875646,139.7153995,99.99925,0.064618784,8698.88225,8.96876,0.059489031,78.26291253,56.01553,0.036196828,4250.8398,7.70566,0.031067075,11.09128664,7.93843,0.005129753,361.96198,6.25841
ANAWOD,1.434,0.572824,0.57593,1161.68,809.91,5.76,6.72,0.399458856,211.1144792,151.10209,0.105346689,11269.97901,21.69008,0.0432809,192.8949217,138.06171,0.096255081,15500.83032,22.2219,0.034189292,124.3796736,89.02293,0.062065789,21050.94769,20.93793
ANEFIK,0.775,0.693041,0.775319,2368.85,3057.6,6.66,8.03,0.894246452,212.091432,151.80133,0.195938514,19496.83869,13.49091,0.163749854,162.1684898,116.06972,0.149817712,17747.98073,12.45655,0.117629051,34.84225214,24.93783,0.032188661,5054.34846,10.75182
ANEQEQ,0.495,0.791437,0.800765,2908.41,5874.31,6.08,7.5,1.598862626,226.2101687,161.90661,0.326119082,17669.6624,13.72658,0.274864773,172.7474465,123.64145,0.249043794,18652.0223,12.6673,0.197789485,35.55218452,25.44595,0.051254308,3832.51092,10.60733
ANUGEW,0.443,0.841455,0.808399,1972.24,4447.26,9.48,13.62,1.899446953,238.2905955,170.553,0.384589501,24202.94042,12.85307,0.326955936,173.2679029,124.01396,0.279646018,19495.35373,11.88234,0.222012454,35.70959808,25.55862,0.057633565,4945.27649,10.59428
ANUGIA,0.606,0.733118,0.72486,1584.86,2617.19,4,13.66,1.209765677,228.3953332,163.47061,0.269953005,21654.01423,15.1655,0.20432793,189.4027459,135.56224,0.223865522,26893.68341,14.40947,0.158240447,55.52248223,39.7394,0.065625075,11738.37288,13.01126
ANUGOG,0.623,0.700937,0.710136,1624.59,2606.19,4.98,10.85,1.125099518,214.2299427,153.33194,0.245980523,19637.02232,15.21535,0.183502345,174.3619316,124.79699,0.200203756,19772.08542,14.61636,0.137725578,54.4136432,38.94577,0.062478178,9900.06062,13.18797
ANUGUM,0.68,0.74325,0.702743,1965.83,2889.22,6.46,7.79,1.093014706,255.5223229,182.88635,0.268794338,18111.52373,17.1922,0.171611118,222.0782781,158.94927,0.233613185,16438.78744,16.81149,0.136429965,92.38469229,66.12299,0.09718322,16323.50933,15.23556
APAZEY,1.031,0.50001,0.548072,644.65,625.49,4.03,6.2,0.484975752,179.652933,128.58395,0.124764803,8000.21403,17.55853,0.066241002,160.9641724,115.20774,0.111785891,8613.24937,18.51233,0.05326209,84.27034076,60.31526,0.058523801,10478.20185,17.57472
APOJIZ,1.583,0.193631,0.433212,409.29,258.59,4.78,5.11,0.122319015,92.1685254,65.96827,0.041678009,5090.19195,18.765,0.020197254,82.4251636,58.9946,0.037272124,4936.70281,18.81002,0.015791369,47.50345666,33.9999,0.021480755,4599.12344,18.95614
APUVIS,1.121,0.351139,0.482744,807.03,720.07,7.33,7.7,0.313237288,127.9219391,91.55825,0.081692724,4742.0944,17.07237,0.057027183,109.4670883,78.34946,0.0699072,6356.51693,16.82953,0.045241659,38.62356009,27.64425,0.024665541,3981.45053,14.71252
AQASUG,1.181,0.237663,0.418199,381.38,322.92,5.22,5.68,0.201238781,89.63733043,64.1566,0.054322411,2132.73979,17.40558,0.032109797,77.10811701,55.189,0.046729402,4601.44702,18.57695,0.024516788,36.65300135,26.23385,0.022212614,3219.06438,17.44269
AQEGAF,3.237,0.420101,0.625949,847.77,261.86,4.13,5.75,0.12978097,130.4438849,93.3633,0.028838624,10974.81427,13.75398,0.023363973,99.08672445,70.91987,0.021906162,9702.32864,13.58283,0.01643151,24.76313844,17.72385,0.005474652,3125.30115,12.47476
AQEQES,1.076,0.510006,0.595572,1108.24,1030.07,5.14,5.6,0.473983271,189.8069552,135.85154,0.126270713,8009.84726,19.7857,0.051179421,174.562274,124.94039,0.116129057,9868.82085,20.51006,0.041037765,112.8753387,80.78887,0.075091292,14777.63517,19.55058
AQIREX,1.168,0.190759,0.333768,293.31,251.11,4.66,5.62,0.163321062,64.07689466,45.8621,0.039263299,2993.16385,19.51011,0.011966071,60.89097024,43.58182,0.037311115,3707.66234,18.7591,0.010013886,44.54851417,31.88495,0.027297229,13249.92897,22.19988
AQIXUV,0.96,0.328468,0.45429,791.72,824.61,5.19,8.14,0.342154167,109.9699056,78.70935,0.08198023,6394.94327,16.81426,0.050835212,98.53886759,70.52775,0.073458634,9604.90018,17.23071,0.042313616,41.77854396,29.90238,0.031145018,7889.441,15.38502
AQODER,1.429,0.338102,0.48064,681.95,477.1,5.11,6.55,0.23660042,126.3264941,90.41633,0.063256533,5944.54155,18.97671,0.031432492,111.3953695,79.7296,0.055779945,6178.97737,18.41101,0.023955903,63.55421967,45.488,0.031824042,9010.26189,18.42589
AQOFAO,0.739,0.545554,0.63933,813.79,1101.66,14.98,15.7,0.738232747,116.8350621,83.62298,0.112914907,7224.18957,9.36531,0.098741394,74.0859287,53.02592,0.071600131,3990.63094,8.56421,0.057426618,14.66558556,10.49668,0.014173513,1549.71569,10.06093
AQOMEA,0.97,0.714826,0.594458,941.53,970.41,4.67,14.91,0.736934021,237.3716294,169.89526,0.175108199,12539.73105,17.18338,0.0748859,218.3374329,156.27181,0.161066741,24112.84629,18.93166,0.060844442,135.8584608,97.2387,0.100222299,24045.88134,18.84156
AQUMIJ,0.546,0.601769,0.67685,2243.14,4109.95,6.51,7.76,1.102141026,218.5988738,156.45894,0.286670826,11433.51106,15.9345,0.221588801,182.2869195,130.46919,0.239051286,12965.83878,15.33973,0.17396926,49.62785244,35.52041,0.065082025,5417.57283,12.59976
AQUWUF,0.73,0.54976,0.602899,1420.86,1946,7.16,7.65,0.75309589,199.1493088,142.5382,0.195222315,10878.91238,16.72423,0.125092843,172.3418572,123.35116,0.168943475,15471.79593,16.80679,0.098814003,71.54016146,51.20382,0.070129472,13486.55621,15.46141
ARADAA,0.879,0.478156,0.57696,746.17,848.69,4.6,5.31,0.543977247,164.2269268,117.54301,0.133694719,9298.31695,17.29899,0.077370924,145.5088564,104.14583,0.118456614,11489.55001,17.23942,0.062132819,69.18660512,49.5193,0.056323795,9461.95386,16.10103
ARAJIO,1.166,0.405314,0.432313,224.25,192.33,3.87,5.3,0.347610635,121.9404054,87.27706,0.074853876,3624.0791,22.92218,0.014741901,120.0903533,85.95291,0.07371821,3136.50586,19.77095,0.013606235,97.92517004,70.0885,0.060111974,7732.35338,24.70707
ARAJOU,1.199,0.388068,0.418503,115.59,96.36,3.82,4.96,0.323659716,125.2553117,89.64965,0.074742308,2931.15583,22.41055,0.015316669,121.8406791,87.20568,0.07270473,3116.27854,21.89859,0.01327909,99.58719731,71.27808,0.059425639,6125.43531,24.26083
ARAKAH,1.186,0.410387,0.426608,192.93,162.69,3.92,5.22,0.346026138,125.4751292,89.80698,0.075732545,2506.32937,20.21318,0.015356532,119.8633072,85.7904,0.072345439,3211.73409,23.31942,0.011969426,100.0321329,71.59653,0.060376013,5611.31448,24.20239
ARIBUZ,0.735,0.564606,0.625338,1473.18,2005.36,6.21,9.22,0.768171429,183.2169689,131.13486,0.178508992,13260.62477,14.73844,0.140555464,143.5609032,102.75161,0.139871936,13710.21647,13.65304,0.101918408,38.95450974,27.88112,0.037953527,5167.48164,12.71782
