Refcode,Density (g/cm3),HVF,Surface area (m2/g),Free volume (cm3/g),PLD (A),LCD (A),LCD/PLD,Porosity,Density [binned] (g/cm3),HVF [binned],Surface area [binned] (m2/g),Free volume [binned] (cm3/g),PLD [binned] (A),LCD [binned] (A),LCD/PLD [binned]
NUCBOE,0.741,0.620,1964.09,0.703,6.39,9.03,1.413,3D,0.6,0.6,1500,0.6,6,8,1.4
NUCCUK,1.142,0.293,210.66,0.207,3.14,4.59,1.462,1D,1.1,0.2,200,0.2,3,4.5,1.4
NUCDEV,0.758,0.553,1342.68,0.675,4.41,5.8,1.315,1D,0.6,0.5,1250,0.6,4,5.6,1.3
NUCPEI,1.072,0.633,865.26,0.464,3.86,6.58,1.705,2D,1,0.6,800,0.4,3.8,6.5,1.6
NUCROT,1.479,0.292,162.83,0.169,2.99,4.88,1.632,2D,1.4,0.2,150,0.1,2.6,4.8,1.6
NUCSUA01,1.603,0.164,37.79,0.081,1.16,4.62,3.983,2D,1.6,0.1,0,0,1,4.6,3
NUCSUA,1.607,0.165,34.08,0.078,1.17,4.68,4.000,2D,1.6,0.1,0,0,1,4.6,4
NUCTAH01,1.601,0.165,35.89,0.08,1.15,4.59,3.991,2D,1.6,0.1,0,0,1,4.5,3
NUCWAL,0.668,0.591,2796.04,0.809,6.48,7.4,1.142,1D,0.6,0.5,2000,0.8,6,7,1.1
NUDDUM,1.775,0.377,170.78,0.18,2.61,5.22,2.000,2D,1.6,0.3,150,0.1,2.6,5,2
NUDFAU,2.237,0.246,189.76,0.099,3.5,5.49,1.569,1D,2,0.2,150,0,3.3,5.3,1.5
NUDFIC,1.9,0.272,69.36,0.087,2.48,6.27,2.528,1D,1.8,0.2,50,0,2.2,6,2.5
NUDHAX,1.42,0.264,19.21,0.136,2.1,4.2,2.000,3D,1.4,0.2,0,0.1,1.8,4.2,2
NUDHEB,1.39,0.144,30.02,0.065,1.33,4.35,3.271,1D,1.3,0.1,0,0,1,4.3,3
NUDLIJ,1.141,0.510,878.89,0.362,5.33,6.83,1.281,1D,1.1,0.5,800,0.3,5,6.5,1.2
NUDLOP01,1.195,0.465,699.28,0.317,4.99,6.08,1.218,1D,1.1,0.4,600,0.3,4.5,6,1.2
NUDLOP,1.193,0.473,737.62,0.324,5.11,6.1,1.194,1D,1.1,0.4,600,0.3,5,6,1.1
NUDLUU,1.395,0.133,15.44,0.073,2.24,4.48,2.000,1D,1.3,0.1,0,0,2.2,4.4,2
NUFBOH,1.142,0.559,556.41,0.399,3.18,5.84,1.836,1D,1.1,0.5,500,0.3,3,5.6,1.8
NUFRAI,1.76,0.123,1.93,0.053,1.05,4.21,4.010,3D,1.6,0.1,0,0,1,4.2,4
NUFVIV,1.755,0.128,89.69,0.077,2.07,5.85,2.826,1D,1.6,0.1,50,0,1.8,5.6,2.5
NUFYES,0.665,0.700,2249.84,0.89,6.52,8.51,1.305,1D,0.6,0.6,2000,0.8,6,8,1.3
NUGBUO,0.963,0.340,233.88,0.275,2.99,6.9,2.308,3D,0.8,0.3,200,0.2,2.6,6.5,2
NUGHON,0.54,0.738,2197.02,1.303,12.58,13.66,1.086,1D,0,0.7,2000,1,10,10,1
NUGKAC,1.217,0.276,187.47,0.165,2.01,4.64,2.308,2D,1.2,0.2,150,0.1,1.8,4.6,2
NUGNEK,1.272,0.223,2.04,0.164,1.79,4.14,2.313,1D,1.2,0.2,0,0.1,1.4,4,2
NUHGOM,1.14,0.250,6.88,0.212,3.07,4.21,1.371,1D,1.1,0.2,0,0.2,3,4.2,1.3
NUHLIM,0.437,0.788,5346.8,1.678,7.39,8.72,1.180,2D,0,0.7,3000,1.5,6,8,1.1
NUHLOS,1.219,0.172,61.7,0.078,1.12,4.5,4.018,3D,1.2,0.1,50,0,1,4.5,4
NUHLUY,1.22,0.193,74.68,0.104,1.17,4.69,4.009,1D,1.2,0.1,50,0.1,1,4.6,4
NUHNIO,0.588,0.651,3690.42,1.017,5.33,6.28,1.178,2D,0,0.6,3000,1,5,6,1.1
NUHNOU,0.602,0.639,3560,0.973,5.3,6.19,1.168,1D,0.6,0.6,3000,0.8,5,6,1.1
NUHQEN,1.536,0.394,235.61,0.2,3.74,5.65,1.511,1D,1.5,0.3,200,0.2,3.6,5.6,1.5
NUHWOD,1.742,0.258,173.57,0.149,1.7,4.8,2.824,1D,1.6,0.2,150,0.1,1.4,4.8,2.5
NUHWUJ,1.885,0.186,76.92,0.079,1.78,5.03,2.826,1D,1.8,0.1,50,0,1.4,5,2.5
NUHYAR,1.589,0.126,0.86,0.055,2.43,4.15,1.708,1D,1.5,0.1,0,0,2.2,4,1.6
NUHYAS,1.423,0.204,6.67,0.102,2.34,4.19,1.791,1D,1.4,0.2,0,0.1,2.2,4,1.6
NUHYOF,1.545,0.148,23.05,0.061,3.82,4.41,1.154,1D,1.5,0.1,0,0,3.8,4.4,1.1
NUJTUH,1.771,0.144,1.33,0.061,1.26,4.11,3.262,1D,1.6,0.1,0,0,1,4,3
NUJVAP,1.971,0.150,15.24,0.052,1.31,4.28,3.267,1D,1.8,0.1,0,0,1,4.2,3
NUJWEW,0.819,0.514,1603.35,0.678,4.54,5.24,1.154,2D,0.8,0.5,1500,0.6,4.5,5,1.1
NUJXAR,0.993,0.520,763.43,0.491,3.13,5.91,1.888,1D,0.8,0.5,600,0.4,3,5.6,1.8
NUKCEC,0.622,0.737,3248.12,1.168,7.32,9.38,1.281,1D,0.6,0.7,3000,1,6,8,1.2
NUKCIG,0.539,0.758,4547.65,1.394,6.53,8.71,1.334,1D,0,0.7,3000,1,6,8,1.3
NUKGEG,1.139,0.370,382.98,0.253,2.92,6.25,2.140,2D,1.1,0.3,300,0.2,2.6,6,2
NULBEC,1.319,0.319,13.82,0.187,2.59,4.23,1.633,1D,1.3,0.3,0,0.1,2.2,4.2,1.6
NULCED,1.175,0.529,453.87,0.355,3.88,5.49,1.415,1D,1.1,0.5,400,0.3,3.8,5.3,1.4
NULDAA,1.903,0.283,370.99,0.13,4.57,5.86,1.282,1D,1.8,0.2,300,0.1,4.5,5.6,1.2
NULMAJ,0.891,0.449,353.51,0.386,3.89,4.59,1.180,2D,0.8,0.4,300,0.3,3.8,4.5,1.1
NUMRAO,0.644,0.770,4017.01,1.202,6.76,9.35,1.383,2D,0.6,0.7,3000,1,6,8,1.3
NUMVIA,1.549,0.387,370.06,0.195,4.03,5.99,1.486,1D,1.5,0.3,300,0.1,4,5.6,1.4
NUNNUH,0.86,0.610,1189,0.642,4.15,5.69,1.371,1D,0.8,0.6,1000,0.6,4,5.6,1.3
NUNPAP,0.848,0.580,1210.39,0.651,4.11,5.73,1.394,1D,0.8,0.5,1000,0.6,4,5.6,1.3
NUNSOG,1.277,0.296,103.33,0.168,3.11,4.54,1.460,1D,1.2,0.2,100,0.1,3,4.5,1.4
NUNSUK,1.245,0.215,19.88,0.101,3.04,4.3,1.414,1D,1.2,0.2,0,0.1,3,4.3,1.4
NUNSUM,1.536,0.180,8.01,0.069,1.87,4.32,2.310,2D,1.5,0.1,0,0,1.8,4.3,2
NUNXEA,0.682,0.685,2986.17,0.947,7.2,7.84,1.089,1D,0.6,0.6,2000,0.8,6,7,1
NUNZIH,0.815,0.584,1879.99,0.639,7.03,7.59,1.080,1D,0.8,0.5,1500,0.6,6,7,1
NUNZON,0.862,0.575,1688.57,0.596,7.01,7.49,1.068,1D,0.8,0.5,1500,0.5,6,7,1
NURZOR,1.204,0.440,746.72,0.322,8.92,9.84,1.103,1D,1.2,0.4,600,0.3,8,8,1.1
NUSJER,1.381,0.213,162.66,0.119,3.9,5.2,1.333,1D,1.3,0.2,150,0.1,3.8,5,1.3
NUSKUI,1.319,0.193,58.09,0.107,2.6,4.65,1.788,1D,1.3,0.1,50,0.1,2.6,4.6,1.6
NUSLAP,0.978,0.471,436.73,0.402,3.49,5.28,1.513,1D,0.8,0.4,400,0.4,3.3,5,1.5
NUSTIF,1.09,0.343,146.06,0.255,3.33,4.57,1.372,1D,1,0.3,100,0.2,3.3,4.5,1.3
NUTCAG,1.098,0.468,484.43,0.356,3.43,6.13,1.787,1D,1,0.4,400,0.3,3.3,6,1.6
NUTFAK,0.32,0.876,4840.58,2.67,13.81,15.4,1.115,1D,0,0.8,3000,2,10,10,1.1
NUVBIR,1.102,0.383,564.02,0.321,3.73,5.28,1.416,1D,1.1,0.3,500,0.3,3.6,5,1.4
NUVBUC,1.161,0.479,346.55,0.369,3.42,4.99,1.459,3D,1.1,0.4,300,0.3,3.3,4.8,1.4
NUVHIW,1.519,0.418,667.56,0.26,8.06,8.61,1.068,1D,1.5,0.4,600,0.2,8,8,1
NUVWOR,1.789,0.203,65.6,0.066,2.42,5.58,2.306,3D,1.6,0.2,50,0,2.2,5.3,2
NUVXOT,0.884,0.702,2153.82,0.744,5.45,9.09,1.668,3D,0.8,0.7,2000,0.6,5,8,1.6
NUVZOU,1.452,0.276,95.47,0.129,3.4,4.66,1.371,2D,1.4,0.2,50,0.1,3.3,4.6,1.3
NUWBOW,0.473,0.653,3532.24,1.258,8.25,9.42,1.142,1D,0,0.6,3000,1,8,8,1.1
NUWXAF,1.444,0.162,22.88,0.078,1.4,4.57,3.264,3D,1.4,0.1,0,0,1.4,4.5,3
NUXNAW,1.27,0.186,37.52,0.101,2.48,4.67,1.883,1D,1.2,0.1,0,0.1,2.2,4.6,1.8
NUXVUY,1.357,0.145,38.13,0.069,2.21,4.73,2.140,1D,1.3,0.1,0,0,2.2,4.6,2
NUYDAN,1.196,0.364,115.67,0.308,3.19,4.38,1.373,1D,1.1,0.3,100,0.3,3,4.3,1.3
NUYWEK,1.437,0.192,0.07,0.075,2,4,2.000,2D,1.4,0.1,0,0,1.8,4,2
NUYWOU,1.294,0.320,69.03,0.174,2.16,4.62,2.139,3D,1.2,0.3,50,0.1,1.8,4.6,2
NUYXEL,1.588,0.177,13.05,0.072,1.09,4.38,4.018,3D,1.5,0.1,0,0,1,4.3,4
NUYYIQ,1.143,0.250,167.19,0.168,1.36,5.43,3.993,3D,1.1,0.2,150,0.1,1,5.3,3
NUZJEZ01,1.212,0.318,46.53,0.21,2.62,4.27,1.630,1D,1.2,0.3,0,0.2,2.6,4.2,1.6
NUZJEZ,1.204,0.350,264.95,0.224,2.69,4.81,1.788,1D,1.2,0.3,200,0.2,2.6,4.8,1.6
NUZMAY,1.235,0.178,11.76,0.091,2.55,4.36,1.710,1D,1.2,0.1,0,0,2.2,4.3,1.6
NUZRIK,1.232,0.231,37.82,0.14,2.69,4.38,1.628,1D,1.2,0.2,0,0.1,2.6,4.3,1.6
OBAFEF,2.513,0.120,3.65,0.034,3.27,4.25,1.300,1D,2,0.1,0,0,3,4.2,1.2
OBAFIJ,2.524,0.167,8.37,0.056,3.22,4.3,1.335,1D,2,0.1,0,0,3,4.3,1.3
OBAFOP,2.598,0.081,4.18,0.024,1.39,4.52,3.252,2D,2,0.0,0,0,1,4.5,3
OBAHAD,0.943,0.564,1243.7,0.486,7.55,8.76,1.160,1D,0.8,0.5,1000,0.4,6,8,1.1
OBAHIL,0.972,0.546,1117.86,0.445,7.27,8.3,1.142,1D,0.8,0.5,1000,0.4,6,8,1.1
OBECIH,1.137,0.396,674.81,0.294,4.23,5.48,1.296,1D,1.1,0.3,600,0.2,4,5.3,1.2
OBEDAA,0.981,0.529,195.48,0.436,3.49,4.53,1.298,1D,0.8,0.5,150,0.4,3.3,4.5,1.2
OBEDII,0.551,0.744,3587.62,1.286,8.33,10.96,1.316,1D,0,0.7,3000,1,8,10,1.3
OBEGOS,1.213,0.449,331.58,0.357,3.94,5.26,1.335,2D,1.2,0.4,300,0.3,3.8,5,1.3
OBEHAF,1.574,0.267,49.4,0.183,3.63,4.28,1.179,1D,1.5,0.2,0,0.1,3.6,4.2,1.1
OBEKEM,0.975,0.507,979.36,0.456,4.02,6.86,1.706,1D,0.8,0.5,800,0.4,4,6.5,1.6
OBELIR,1.225,0.128,59.01,0.081,1.21,4.82,3.983,2D,1.2,0.1,50,0,1,4.8,3
OBEVIA,1.238,0.450,596.85,0.307,1.94,6.93,3.572,2D,1.2,0.4,500,0.3,1.8,6.5,3
OBEZAX,0.667,0.639,2342.98,0.849,4.69,7.22,1.539,3D,0.6,0.6,2000,0.8,4.5,7,1.5
OBICUY,1.991,0.398,77.46,0.136,2.94,4.81,1.636,1D,1.8,0.3,50,0.1,2.6,4.8,1.6
OBIFUD,1.292,0.257,85.24,0.165,3.44,4.72,1.372,1D,1.2,0.2,50,0.1,3.3,4.6,1.3
OBIHIT,1.12,0.285,213.11,0.209,3.72,4.96,1.333,1D,1.1,0.2,200,0.2,3.6,4.8,1.3
OBIJOZ,1.36,0.279,17.72,0.153,2.1,4.21,2.005,3D,1.3,0.2,0,0.1,1.8,4.2,2
OBIJUF,1.289,0.362,22.56,0.227,2.53,4.14,1.636,1D,1.2,0.3,0,0.2,2.2,4,1.6
OBIMUH,0.954,0.436,1197.32,0.384,5.51,7.34,1.332,1D,0.8,0.4,1000,0.3,5,7,1.3
OBOFIX,0.859,0.590,1793.36,0.618,7.6,9.8,1.289,1D,0.8,0.5,1500,0.6,6,8,1.2
OBOMEX,1.722,0.246,186.35,0.128,2.88,5.43,1.885,1D,1.6,0.2,150,0.1,2.6,5.3,1.8
OBONUO,0.828,0.541,1173.54,0.546,3.93,8.25,2.099,3D,0.8,0.5,1000,0.5,3.8,8,2
OBOPAY01,1.877,0.286,11.63,0.145,2.15,4.3,2.000,2D,1.8,0.2,0,0.1,1.8,4.3,2
OBUFEX,1.099,0.448,302.63,0.349,3.9,4.94,1.267,1D,1,0.4,300,0.3,3.8,4.8,1.2
OBUFIB,1.564,0.287,8.93,0.138,3.22,4.29,1.332,1D,1.5,0.2,0,0.1,3,4.2,1.3
OBURUB,1.147,0.349,108.02,0.227,2.61,4.67,1.789,2D,1.1,0.3,100,0.2,2.6,4.6,1.6
OCEPAO,0.544,0.774,3941.13,1.304,7.47,8.41,1.126,1D,0,0.7,3000,1,6,8,1.1
OCETOG,1.553,0.287,159.42,0.156,2.14,5.41,2.528,1D,1.5,0.2,150,0.1,1.8,5.3,2.5
OCEXUS,1.187,0.509,930.94,0.356,5.19,6.56,1.264,1D,1.1,0.5,800,0.3,5,6.5,1.2
OCEYIH,1.225,0.398,437.66,0.249,4.29,5.57,1.298,1D,1.2,0.3,400,0.2,4,5.3,1.2
OCEYON,0.93,0.381,57.89,0.272,2.58,4.21,1.632,1D,0.8,0.3,50,0.2,2.2,4.2,1.6
OCIBIO,1.207,0.304,89.77,0.177,1.92,4.87,2.536,2D,1.2,0.3,50,0.1,1.8,4.8,2.5
OCIBOU,0.721,0.677,2513.21,0.83,7.93,8.47,1.068,1D,0.6,0.6,2000,0.8,6,8,1
OCOFUI,0.771,0.645,2416.51,0.778,7.89,9.2,1.166,1D,0.6,0.6,2000,0.6,6,8,1.1
OCOGAP,2.269,0.115,0.07,0.035,1.04,4.15,3.990,3D,2,0.1,0,0,1,4,3
OCOXAH,1.379,0.137,56.21,0.066,1.08,4.34,4.019,1D,1.3,0.1,50,0,1,4.3,4
OCOXUA,0.974,0.283,374.86,0.219,1.41,5.64,4.000,3D,0.8,0.2,300,0.2,1.4,5.6,4
OCUGEB,0.825,0.550,876.71,0.538,4.34,5.64,1.300,1D,0.8,0.5,800,0.5,4,5.6,1.2
OCUGEZ01,1.431,0.383,350.81,0.222,3.65,5.33,1.460,1D,1.4,0.3,300,0.2,3.6,5.3,1.4
OCUGEZ,1.439,0.391,384.49,0.235,3.63,5.3,1.460,1D,1.4,0.3,300,0.2,3.6,5.3,1.4
OCUGUR,1.517,0.108,0.53,0.043,1.46,4.12,2.822,1D,1.5,0.1,0,0,1.4,4,2.5
OCUMIL,1.516,0.199,48.33,0.115,3.48,4.93,1.417,1D,1.5,0.1,0,0.1,3.3,4.8,1.4
OCUNAC,0.45,0.803,2892.98,1.762,13.5,33.48,2.480,3D,0,0.8,2000,1.5,10,10,2
OCUQIO01,1.446,0.255,20.05,0.211,2.19,4.38,2.000,3D,1.4,0.2,0,0.2,1.8,4.3,2
OCUQIO04,1.439,0.258,24.14,0.214,2.21,4.42,2.000,3D,1.4,0.2,0,0.2,2.2,4.4,2
OCURAG,1.621,0.325,37.59,0.179,2.99,4.53,1.515,1D,1.6,0.3,0,0.1,2.6,4.5,1.5
ODAGOP,1.018,0.516,612.83,0.413,3.72,5.1,1.371,2D,1,0.5,600,0.4,3.6,5,1.3
ODAGUV,1.025,0.524,640.69,0.41,3.7,5.23,1.414,2D,1,0.5,600,0.4,3.6,5,1.4
ODAHAC,1.034,0.519,595.46,0.403,3.75,5.14,1.371,2D,1,0.5,500,0.4,3.6,5,1.3
ODAKEL,1.277,0.209,54.12,0.122,1.25,4.98,3.984,3D,1.2,0.2,50,0.1,1,4.8,3
ODAPOA,1.115,0.555,1362.75,0.453,6.49,9.03,1.391,1D,1.1,0.5,1250,0.4,6,8,1.3
ODAQAN,1.376,0.343,199.31,0.207,3.03,4.75,1.568,1D,1.3,0.3,150,0.2,3,4.6,1.5
ODAVIY,0.957,0.563,1904.12,0.535,5.94,7,1.178,1D,0.8,0.5,1500,0.5,5,7,1.1
ODAZIE,1.169,0.169,10.71,0.1,1.04,4.14,3.981,3D,1.1,0.1,0,0.1,1,4,3
ODAZOK,1.182,0.164,9.8,0.096,1.27,4.16,3.276,1D,1.1,0.1,0,0,1,4,3
ODAZUQ,1.165,0.168,10.18,0.098,1.04,4.15,3.990,3D,1.1,0.1,0,0,1,4,3
ODEBAC,1.18,0.164,6.19,0.099,1.27,4.14,3.260,1D,1.1,0.1,0,0,1,4,3
ODEKUF,1.36,0.425,353.52,0.264,3.67,5.88,1.602,1D,1.3,0.4,300,0.2,3.6,5.6,1.6
ODELEQ,1.346,0.432,381.08,0.273,3.71,5.93,1.598,1D,1.3,0.4,300,0.2,3.6,5.6,1.5
ODEPOF,1.254,0.251,410.04,0.169,5.46,7.38,1.352,1D,1.2,0.2,400,0.1,5,7,1.3
ODEPUL,1.112,0.467,489.9,0.339,4.13,8.01,1.939,1D,1.1,0.4,400,0.3,4,8,1.8
ODEQAP01,1.21,0.531,1258.25,0.443,6.19,6.86,1.108,1D,1.2,0.5,1250,0.4,6,6.5,1.1
ODEQAP,1.184,0.539,1250.85,0.454,6.39,7.02,1.099,1D,1.1,0.5,1250,0.4,6,7,1
ODEQAS,1.284,0.250,391.19,0.163,5.31,7.18,1.352,1D,1.2,0.2,300,0.1,5,7,1.3
ODEQEW,1.146,0.452,440.44,0.314,4.17,8.09,1.940,1D,1.1,0.4,400,0.3,4,8,1.8
ODEQUJ,1.543,0.528,916.15,0.344,6.83,7.43,1.088,1D,1.5,0.5,800,0.3,6,7,1
ODESEW,1.267,0.110,3.71,0.06,1.9,4.06,2.137,2D,1.2,0.1,0,0,1.8,4,2
ODEWIE,1.125,0.440,658.68,0.323,2.74,6.07,2.215,1D,1.1,0.4,600,0.3,2.6,6,2
ODIBAF,1.263,0.307,127.06,0.187,2.36,5.05,2.140,2D,1.2,0.3,100,0.1,2.2,5,2
ODIMEU,1.836,0.199,61.39,0.062,2.19,5.54,2.530,3D,1.8,0.1,50,0,1.8,5.3,2.5
ODIPAS01,0.766,0.550,1198.25,0.651,17.05,18.29,1.073,1D,0.6,0.5,1000,0.6,10,10,1
ODIPAS,0.763,0.577,1219.26,0.659,17.36,18.66,1.075,1D,0.6,0.5,1000,0.6,10,10,1
ODISEA,2.331,0.138,4.72,0.054,1.84,4.25,2.310,1D,2,0.1,0,0,1.8,4.2,2
ODISUQ,2.398,0.257,48.18,0.097,2.68,4.58,1.709,1D,2,0.2,0,0,2.6,4.5,1.6
ODIYAB,1.243,0.244,186.94,0.129,3.18,5.43,1.708,1D,1.2,0.2,150,0.1,3,5.3,1.6
ODODAN,1.548,0.283,49.52,0.15,2.64,4.5,1.705,2D,1.5,0.2,0,0.1,2.6,4.5,1.6
ODOFUL,1.447,0.247,180.16,0.128,2.86,6.11,2.136,1D,1.4,0.2,150,0.1,2.6,6,2
ODOGUM,1.917,0.083,2.19,0.027,1.05,4.18,3.981,2D,1.8,0.0,0,0,1,4,3
ODOKEY,1.582,0.330,67.17,0.149,1.41,4.6,3.262,3D,1.5,0.3,50,0.1,1.4,4.6,3
ODOMIF,1.077,0.558,191.95,0.409,3.46,4.49,1.298,2D,1,0.5,150,0.4,3.3,4.4,1.2
ODOWEM,0.814,0.626,1392.09,0.685,5.03,7.11,1.414,1D,0.8,0.6,1250,0.6,5,7,1.4
ODOXEK,1.867,0.268,78.26,0.118,3.88,5.04,1.299,1D,1.8,0.2,50,0.1,3.8,5,1.2
ODOYEO,1.136,0.262,117.96,0.17,2.64,4.5,1.705,1D,1.1,0.2,100,0.1,2.6,4.5,1.6
ODURAG,1.268,0.286,176.18,0.162,1.82,5.14,2.824,3D,1.2,0.2,150,0.1,1.8,5,2.5
ODURIO,1.397,0.369,211.07,0.196,4.05,5.25,1.296,1D,1.3,0.3,200,0.1,4,5,1.2
ODURUB,1.18,0.558,496.31,0.454,3.87,5.02,1.297,1D,1.1,0.5,400,0.4,3.8,5,1.2
OFABAY,0.854,0.539,2397.49,0.644,5.55,6.1,1.099,1D,0.8,0.5,2000,0.6,5,6,1
OFABEC,0.866,0.544,2353.14,0.636,5.58,6.13,1.099,1D,0.8,0.5,2000,0.6,5,6,1
OFABUV,1.147,0.638,399.18,0.488,3.73,4.6,1.233,2D,1.1,0.6,300,0.4,3.6,4.6,1.2
OFACAB,1.322,0.309,65.32,0.178,2.95,4.46,1.512,2D,1.3,0.3,50,0.1,2.6,4.4,1.5
OFACOP,0.911,0.593,1794.14,0.583,6.67,7.79,1.168,1D,0.8,0.5,1500,0.5,6,7,1.1
OFALEO,1.293,0.350,311.19,0.222,2.97,4.85,1.633,1D,1.2,0.3,300,0.2,2.6,4.8,1.6
OFAPAO,1.327,0.205,0.93,0.094,1.43,4.04,2.825,1D,1.3,0.2,0,0,1.4,4,2.5
OFAVID,0.639,0.695,2745.06,1.013,7.27,10.36,1.425,1D,0.6,0.6,2000,1,6,10,1.4
OFERUN02,0.881,0.505,1308.75,0.581,3.1,11.39,3.674,3D,0.8,0.5,1250,0.5,3,10,3
OFERUN03,0.923,0.527,1169.38,0.517,2.86,11.42,3.993,3D,0.8,0.5,1000,0.5,2.6,10,3
OFERUN04,0.914,0.540,1209.1,0.538,2.93,11.38,3.884,3D,0.8,0.5,1000,0.5,2.6,10,3
OFERUN07,0.932,0.517,1143.88,0.509,2.92,11.33,3.880,3D,0.8,0.5,1000,0.5,2.6,10,3
OFERUN,0.924,0.516,1143.09,0.511,2.84,11.36,4.000,3D,0.8,0.5,1000,0.5,2.6,10,4
OFESAU,1.916,0.306,249.61,0.13,4.76,6.74,1.416,1D,1.8,0.3,200,0.1,4.5,6.5,1.4
OFESEY,1.834,0.312,277.95,0.141,4.66,6.81,1.461,1D,1.8,0.3,200,0.1,4.5,6.5,1.4
OFESIC,1.822,0.310,281.35,0.142,4.71,6.88,1.461,1D,1.8,0.3,200,0.1,4.5,6.5,1.4
OFEYOP,1.215,0.290,34.47,0.211,2.44,4.36,1.787,2D,1.2,0.2,0,0.2,2.2,4.3,1.6
OFIBUD,1.43,0.075,4.17,0.039,1.07,4.27,3.991,3D,1.4,0.0,0,0,1,4.2,3
OFIDAJ,2.063,0.477,397.38,0.202,4.51,5.57,1.235,1D,2,0.4,300,0.2,4.5,5.3,1.2
OFIVIK,1.424,0.215,56.4,0.091,3.15,4.46,1.416,1D,1.4,0.2,50,0,3,4.4,1.4
OFIWAD,1.663,0.099,3.82,0.04,1.52,4.3,2.829,1D,1.6,0.0,0,0,1.4,4.3,2.5
OFOCAQ01,1.313,0.419,317.77,0.269,3.17,5.4,1.703,2D,1.3,0.4,300,0.2,3,5.3,1.6
OFOCAQ,1.313,0.413,325.33,0.268,3.16,5.4,1.709,2D,1.3,0.4,300,0.2,3,5.3,1.6
OFOCIY,1.349,0.466,340.02,0.272,3.94,5.12,1.299,1D,1.3,0.4,300,0.2,3.8,5,1.2
OFODAP,1.159,0.442,456.76,0.324,3.85,5,1.299,2D,1.1,0.4,400,0.3,3.8,5,1.2
OFOJIF,1.442,0.221,46.02,0.098,3.06,4.8,1.569,1D,1.4,0.2,0,0,3,4.8,1.5
OFOKIG,1.492,0.275,57.51,0.146,1.6,4.51,2.819,3D,1.4,0.2,50,0.1,1.4,4.5,2.5
OFONAB,1.278,0.420,356.07,0.282,3.21,5.48,1.707,2D,1.2,0.4,300,0.2,3,5.3,1.6
OFONEF,1.288,0.420,343.02,0.28,3.2,5.46,1.706,2D,1.2,0.4,300,0.2,3,5.3,1.6
OFONIJ,1.302,0.416,341.34,0.273,3.16,5.4,1.709,2D,1.3,0.4,300,0.2,3,5.3,1.6
OFORUX,1.561,0.217,177.19,0.1,4.84,5.37,1.110,1D,1.5,0.2,150,0.1,4.5,5.3,1.1
OFOYIR,1.062,0.372,90.26,0.256,2.57,4.39,1.708,2D,1,0.3,50,0.2,2.2,4.3,1.6
OFOYOX,1.12,0.369,86.98,0.245,2.58,4.4,1.705,1D,1.1,0.3,50,0.2,2.2,4.4,1.6
OFOYUG,1.559,0.254,92.35,0.103,3.64,4.73,1.299,1D,1.5,0.2,50,0.1,3.6,4.6,1.2
OFUCEZ,1.661,0.347,240.95,0.208,3.81,4.7,1.234,1D,1.6,0.3,200,0.2,3.8,4.6,1.2
OFUGOL,1.21,0.303,21.08,0.224,1.69,4.28,2.533,3D,1.2,0.3,0,0.2,1.4,4.2,2.5
OFUHIJ,1.822,0.317,93.45,0.136,3.56,4.89,1.374,1D,1.8,0.3,50,0.1,3.3,4.8,1.3
OFUYIY,1.182,0.386,84.81,0.244,3.66,4.32,1.180,1D,1.1,0.3,50,0.2,3.6,4.3,1.1
OFUYOE01,1.344,0.280,354.04,0.178,4.66,5.38,1.155,1D,1.3,0.2,300,0.1,4.5,5.3,1.1
OFUYOE02,1.364,0.278,323.99,0.172,4.56,5.38,1.180,1D,1.3,0.2,300,0.1,4.5,5.3,1.1
OFUYOE,1.346,0.288,363.63,0.181,4.64,5.36,1.155,1D,1.3,0.2,300,0.1,4.5,5.3,1.1
OFUYUK,1.323,0.185,0.51,0.088,2.04,4.08,2.000,1D,1.3,0.1,0,0,1.8,4,2
OGAGAF,1.405,0.289,105.47,0.159,3.27,4.49,1.373,1D,1.4,0.2,100,0.1,3,4.4,1.3
OGAGEJ,1.058,0.535,1001.96,0.431,4.68,5.3,1.132,2D,1,0.5,1000,0.4,4.5,5.3,1.1
OGAGIN,1.453,0.279,88.3,0.143,3.14,4.74,1.510,1D,1.4,0.2,50,0.1,3,4.6,1.5
OGAGOT,0.86,0.560,1061.97,0.564,3.64,5.82,1.599,1D,0.8,0.5,1000,0.5,3.6,5.6,1.5
OGECOU,1.357,0.397,459.36,0.203,5.4,5.88,1.089,1D,1.3,0.3,400,0.2,5,5.6,1
OGEGUF,0.557,0.694,3138.48,1.234,8.41,9.37,1.114,1D,0,0.6,3000,1,8,8,1.1
OGENUL,0.73,0.541,1465.05,0.711,10.44,11.06,1.059,1D,0.6,0.5,1250,0.6,10,10,1
OGIHIW01,1.142,0.387,111.14,0.288,3.52,4.57,1.298,1D,1.1,0.3,100,0.2,3.3,4.5,1.2
OGIHIW,1.17,0.379,91.33,0.252,3.46,4.61,1.332,1D,1.1,0.3,50,0.2,3.3,4.6,1.3
OGIHOC,1.359,0.174,65.81,0.094,1.47,4.79,3.259,1D,1.3,0.1,50,0,1.4,4.6,3
OGIJOE,1.286,0.319,130.1,0.193,3.41,4.55,1.334,1D,1.2,0.3,100,0.1,3.3,4.5,1.3
OGIJUK,1.298,0.307,54.91,0.186,1.59,4.5,2.830,2D,1.2,0.3,50,0.1,1.4,4.5,2.5
