Refcode,Year,Density (g/cm3),Helium void fraction (-),Surface area (m2/g,Free volume (cm3/g),Pore limiting diameter (A),Large cavity diameter (A),Ratio LCD/PLD,Porosity
AQEQES,2004,1.075,0.557847,1066.15,0.458,5.12,5.58,1.08984375,1D
AQESAR,2011,1.15,0.22519,150.52,0.145,1.95,5.51,2.82564102564103,1D
AQIREX,2004,1.167,0.231788,322.66,0.147,4.29,5.88,1.37062937062937,1D
AQIROJ,2016,1.435,0.314508,101.2,0.192,1.68,4.75,2.82738095238095,3D
AQIVIH,2016,0.573,0.737102,3310.96,1.177,4.3,5.31,1.23488372093023,1D
AQODER,2016,1.429,0.364548,513.63,0.238,4.99,6.47,1.29659318637275,1D
AQOFAO,2011,0.74,0.601823,1105.97,0.758,15.1,16.12,1.06754966887417,1D
AQONAW,2011,1.181,0.207025,200.77,0.127,1.46,5.85,4.00684931506849,1D
AQUCOG,2016,1.199,0.694087,1170.8,0.498,10.53,11.33,1.07597340930674,1D
AQUCUM,2016,1.198,0.701462,1181.53,0.502,10.63,11.42,1.07431796801505,1D
AQUDIB,2016,1.199,0.688357,1172.33,0.497,10.51,11.29,1.07421503330162,1D
AQUMIJ,2011,0.534,0.716706,4193.21,1.255,6.94,7.78,1.12103746397695,1D
AQUQOT,2011,1.778,0.385235,310.32,0.24,3.38,4.94,1.46153846153846,1D
AQUWUF,2011,0.725,0.655922,2137.53,0.79,7.06,7.83,1.10906515580737,1D
ARABAY,2016,1.656,0.105777,5.31,0.041,1.07,4.29,4.00934579439252,1D
ARABEC,2016,1.62,0.109512,10.47,0.043,1.1,4.42,4.01818181818182,1D
ARABIG,2016,1.677,0.105013,4.23,0.038,1.07,4.29,4.00934579439252,1D
ARADAA,2016,0.879,0.58356,1372.63,0.581,4.55,5.98,1.31428571428571,1D
ARAGOR,2016,1.424,0.171704,3.22,0.092,1.81,4.17,2.30386740331492,2D
ARAGUX,2016,1.733,0.17387,58.29,0.08,1.23,4.9,3.98373983739837,2D
ARAWEW,2011,1.193,0.319873,152.38,0.234,1.79,4.52,2.52513966480447,1D
ARAXEW,2004,1.122,0.403364,106.73,0.305,2.93,5,1.70648464163823,1D
AREGUZ,2004,1.737,0.273673,30.81,0.115,2.67,4.36,1.63295880149813,1D
ARESUL,2004,1.164,0.401331,220.11,0.257,2.57,4.84,1.88326848249027,2D
AREZUS,2004,1.071,0.358416,86.84,0.238,2.89,4.92,1.70242214532872,1D
ARICIN,2004,1.447,0.292749,28.73,0.139,3.59,4.66,1.29805013927577,1D
ARICOT,2004,0.885,0.605101,1983.99,0.619,5.73,8.17,1.42582897033159,1D
ARINIZ,2011,1.745,0.158411,51.79,0.083,3.37,4.49,1.33234421364985,1D
ARINOF,2011,1.16,0.285466,11.16,0.173,2.96,4.19,1.41554054054054,1D
ARINUL,2011,1.124,0.249544,37.89,0.158,3.36,4.37,1.30059523809524,1D
AROTUW,2004,0.954,0.627715,2029.36,0.645,5.83,6.66,1.14236706689537,1D
ARUBEW,2016,1.115,0.367966,366.23,0.258,2.86,5.39,1.88461538461538,1D
ARUBOG,2016,1.16,0.359707,293.55,0.234,2.26,5.22,2.30973451327434,1D
ARUCAT,2016,1.132,0.366009,331.26,0.249,2.47,5.28,2.13765182186235,2D
ARUCUN,2016,1.17,0.344026,216.63,0.224,2.14,4.95,2.31308411214953,1D
ASABOL,2004,1.471,0.171104,3.09,0.063,2.42,4.13,1.70661157024793,1D
ASACEC,2004,1.325,0.195618,11.01,0.094,2.1,4.21,2.0047619047619,1D
ASAFEF,2004,1.297,0.341175,543.04,0.225,5.27,5.68,1.07779886148008,1D
ASAJUZ,2004,1.633,0.267849,83.96,0.129,1.82,4.61,2.53296703296703,1D
ASALOV,2004,1.388,0.277254,20.31,0.123,2.28,4.3,1.8859649122807,2D
ASAMAK,2016,1.058,0.584887,1636.85,0.497,6.11,7.55,1.23567921440262,1D
ASAYOJ,2011,1.409,0.098534,0.27,0.047,1.23,4.02,3.26829268292683,3D
ASEKUE,2004,0.922,0.440725,641.51,0.459,3.63,5.13,1.41322314049587,2D
ASELIV,2016,1.663,0.104691,11.93,0.039,1.69,4.79,2.83431952662722,1D
ASEPOD,2004,1.031,0.403935,620.51,0.327,4.08,5.03,1.2328431372549,1D
ASIQEA,2016,0.902,0.526036,1203.29,0.485,6.1,8.76,1.43606557377049,1D
ASIQIE,2016,0.893,0.5351,1234.02,0.499,6.08,8.88,1.46052631578947,1D
ASIQUQ,2016,1.029,0.571033,1470.6,0.518,4.57,9.96,2.17943107221007,1D
ASIVAZ,2004,1.071,0.30476,589.79,0.24,5.66,7.34,1.29681978798587,3D
ASUBIB,2016,1.777,0.249574,17.27,0.096,2.24,4.48,2,1D
ASUBIZ,2004,1.103,0.520127,822.34,0.377,3.89,5.99,1.53984575835476,1D
ASUGOK,2004,1.231,0.296967,30.89,0.184,2.68,4.37,1.63059701492537,1D
ASULAD,2016,1.141,0.229158,32.59,0.149,2.99,4.36,1.45819397993311,1D
ATADEG,2016,1.483,0.197851,123.9,0.09,3.79,4.92,1.29815303430079,1D
ATAPER,2011,0.748,0.768799,1228.65,0.976,15.75,16.43,1.0431746031746,1D
ATARAP,2011,1.336,0.197372,0.54,0.11,2.95,4.04,1.36949152542373,1D
ATEGOX,2016,0.801,0.619095,1931.47,0.669,6.17,8.8,1.42625607779579,1D
ATEHOY,2016,1.11,0.430221,539.41,0.306,3.38,5.52,1.63313609467456,1D
ATEQEX,2016,1.523,0.216724,88.27,0.101,3.37,4.77,1.41543026706231,2D
ATERAU,2016,1.433,0.30594,79.92,0.175,3.63,4.59,1.26446280991736,1D
ATESAV,2016,1.211,0.332367,280.56,0.206,4.18,5.42,1.29665071770335,1D
ATEVOK,2004,0.674,0.642976,2298.52,0.85,7.26,8.47,1.16666666666667,1D
ATEYAB,2016,1.069,0.403351,262.44,0.286,3.22,4.87,1.51242236024845,1D
ATEYEF,2016,1.365,0.221794,0.15,0.087,2,4,2,2D
ATIBIP,2011,1.103,0.327997,187.99,0.236,3.01,4.91,1.6312292358804,1D
ATIBOU01,2009,1.592,0.295558,201.47,0.192,3.26,4.94,1.51533742331288,1D
ATIBOU02,2014,1.589,0.297112,208.13,0.192,3.4,4.96,1.45882352941176,1D
ATIBOU,2004,1.662,0.26846,113.69,0.169,3.14,4.59,1.46178343949045,1D
ATIBUA,2004,1.675,0.258982,98.63,0.162,3.04,4.77,1.56907894736842,1D
ATICAH,2004,1.595,0.28933,183.15,0.187,3.3,4.99,1.51212121212121,1D
ATICUD,2016,0.755,0.62007,2361.29,0.811,5.2,6.01,1.15576923076923,1D
ATIDAK,2016,1.126,0.310581,210.36,0.203,3.93,5.1,1.29770992366412,1D
ATISUR,2004,0.538,0.596512,2833.3,1.007,7.38,9.91,1.34281842818428,2D
ATIZUA,2016,1.123,0.466003,175.45,0.323,3.4,4.67,1.37352941176471,1D
ATOJOI,2004,2.238,0.049194,0.04,0.016,1.24,4.03,3.25,3D
ATOMAX,2004,0.645,0.724254,2955.62,1.094,6.87,8.14,1.18486171761281,1D
ATUQUB,2004,0.829,0.592898,1838.15,0.651,7.22,8.17,1.13157894736842,1D
ATUYEU,2011,1.132,0.30606,67.23,0.2,3.49,4.31,1.23495702005731,1D
ATUYUK,2011,0.72,0.60873,1490.6,0.79,11.11,11.99,1.07920792079208,2D
AVAGIP,2016,1.465,0.158977,55.28,0.07,4.05,4.4,1.08641975308642,1D
AVAPIW,2004,1.123,0.351408,668.04,0.25,4.66,6.69,1.43562231759657,1D
AVAQIX01,2016,1.394,0.349919,149.33,0.201,1.84,5.19,2.82065217391304,2D
AVAQIX,2004,1.372,0.367343,174.1,0.213,2.08,5.26,2.52884615384615,1D
AVASUM,2011,1.361,0.162421,21.46,0.077,1.42,4.64,3.26760563380282,2D
AVATAT,2011,1.953,0.185289,49.73,0.056,2.09,5.25,2.51196172248804,3D
AVAXOL,2011,1.686,0.082836,5.14,0.023,0.81,4.54,5.60493827160494,NON-POROUS
AVAYUS,2011,1.156,0.250906,37.25,0.156,2.88,4.35,1.51041666666667,1D
AVAZOO,2016,1.062,0.559262,1332.06,0.469,5.11,7.34,1.43639921722113,1D
AVEHAM,2016,1.209,0.258911,7.4,0.136,3.38,4.17,1.23372781065089,1D
AVEROJ,2011,1.697,0.531651,679.5,0.281,6.55,6.88,1.05038167938931,1D
AVEVAZ,2011,1.372,0.368466,185.89,0.209,2.52,4.51,1.78968253968254,1D
AVILAT,2011,1.415,0.283811,260.01,0.158,1.35,5.4,4,3D
AVIMOI,2011,1.291,0.358782,225.74,0.208,3.84,4.86,1.265625,1D
AVIMUO,2011,1.309,0.285104,30.64,0.159,3.31,4.41,1.33232628398792,1D
AVINAV,2011,1.232,0.204775,99.64,0.126,2.58,4.87,1.88759689922481,1D
AVIQEC,2011,1.461,0.12495,0.36,0.068,1.46,4.13,2.82876712328767,1D
AVOJAW,2004,1.249,0.115317,2.46,0.061,1.03,4.1,3.98058252427184,1D
AVOSUA,2011,1.22,0.277947,354.87,0.201,4.54,5.48,1.20704845814978,1D
AVOWIT,2016,1.19,0.559561,995.15,0.414,6.87,8.86,1.28966521106259,1D
AVOZAO,2016,1.464,0.148821,23.73,0.07,1.16,4.65,4.00862068965517,3D
AVUBIC,2004,0.893,0.528154,454.08,0.481,4.06,4.9,1.20689655172414,1D
AVUCEA,2011,1.044,0.485002,532.96,0.415,3.5,6.11,1.74571428571429,3D
AVUDAX,2011,1.141,0.379678,368.95,0.27,3.33,5.44,1.63363363363363,3D
AVUGAB,2016,1.241,0.212249,18.79,0.119,2.22,4.43,1.9954954954955,1D
AVUWIZ,2016,0.655,0.640087,2307.93,0.846,5.86,9.2,1.56996587030717,2D
AVUXUL,2011,1.454,0.134635,13.29,0.08,1.87,4.32,2.31016042780749,1D
AVUYAS,2011,1.5,0.133192,10.83,0.074,1.66,4.21,2.53614457831325,1D
AVUYEW,2011,1.49,0.148354,19.85,0.092,0.77,4.33,5.62337662337662,NON-POROUS
AVUZAS,2004,0.578,0.705728,2908.89,1.157,8.67,9.19,1.05997693194925,1D
AWAGOV,2011,1.183,0.282111,372.27,0.182,3.91,7.59,1.94117647058824,1D
AWAKEQ,2016,1.222,0.209481,209.86,0.128,3.41,5.35,1.56891495601173,1D
AWASAU,2016,2.476,0.17996,13.49,0.062,3.26,4.35,1.33435582822086,1D
AWASIC,2016,1.286,0.584274,1181.37,0.447,5.83,8.82,1.51286449399657,1D
AWASOI,2016,2.542,0.086278,4.78,0.027,1.39,4.54,3.26618705035971,2D
AWEBIO,2011,2.007,0.194687,16.32,0.051,2.36,4.72,2,1D
AWEDOW,2011,0.954,0.48953,1039.76,0.413,7.38,8.11,1.09891598915989,1D
AWEGEP,2011,2.275,0.311851,126.87,0.132,2.92,5.83,1.99657534246575,2D
AWELIX,2004,0.902,0.515613,1647.18,0.542,7.23,7.73,1.06915629322268,1D
AWERIE,2011,1.112,0.581225,1250.9,0.468,5.49,6.78,1.23497267759563,1D
AWESAX,2011,0.946,0.397437,419.52,0.36,3.33,5.04,1.51351351351351,1D
AWESEB,2011,0.962,0.40284,437.02,0.357,3.34,5.05,1.51197604790419,1D
AWESUR,2011,0.995,0.394852,768.48,0.324,5.74,6.19,1.07839721254355,1D
AWEZOS01,2011,1.534,0.120901,45.34,0.052,3.02,5.41,1.79139072847682,1D
AWEZOS,2011,1.534,0.120095,44.53,0.051,3,5.37,1.79,1D
AWIBAK,2011,1.534,0.121503,46.44,0.052,2.88,5.43,1.88541666666667,1D
AWIBAL,2016,1.75,0.339658,35.28,0.152,3.2,4.39,1.371875,1D
AWIBEO,2011,1.567,0.119647,45.09,0.05,3.07,5.49,1.78827361563518,1D
AWIBIS,2011,1.56,0.124235,48.44,0.053,3.04,5.43,1.78618421052632,1D
AWIQIG,2004,1.394,0.177347,12.22,0.132,3.43,4.23,1.2332361516035,1D
AWOVIS,2011,0.728,0.591262,2699.27,0.766,5.43,6.78,1.24861878453039,2D
AWUPAJ,2004,1.501,0.151448,0.5,0.074,1.25,4.09,3.272,2D
AXAFIO,2004,0.726,0.729425,3096.36,1.021,6.9,9.4,1.36231884057971,3D
AXANAO,2004,1.422,0.536035,654.44,0.385,12.68,13.02,1.02681388012618,1D
AXAWED,2016,1.388,0.218172,158.61,0.125,4.01,4.53,1.12967581047382,1D
AXAWIH,2016,1.6,0.207685,70.51,0.1,3.85,4.44,1.15324675324675,1D
AXEBUB,2011,1.941,0.049157,36.08,0.025,0.8,6.4,8,NON-POROUS
AXENAS,2004,1.207,0.298267,147.38,0.181,2.6,4.91,1.88846153846154,1D
AXENEW,2004,1.286,0.242251,54.81,0.155,3.26,4.48,1.37423312883436,1D
AXEWAB,2004,1.222,0.219353,291.77,0.14,4.19,5.18,1.236276849642,1D
AXILEY,2004,0.654,0.694695,2738.69,0.911,4.63,7.27,1.57019438444924,2D
AXINAW,2004,1.405,0.246874,160.02,0.143,2.31,4.94,2.13852813852814,2D
AXOCAS,2011,1.534,0.185709,53.64,0.076,3.18,4.81,1.5125786163522,1D
AXOCEW,2011,1.607,0.133252,21.06,0.05,2.77,4.73,1.70758122743682,1D
AXOFEA,2016,0.826,0.613146,2219.44,0.752,8,8.83,1.10375,1D
AXOFOK,2016,0.923,0.557482,2403.82,0.623,5.38,6.35,1.18029739776952,1D
AXOFUQ,2016,0.886,0.574441,1953.71,0.674,7.41,7.78,1.04993252361673,1D
AXOHIE,2004,0.645,0.725112,2523.98,0.998,10.59,12.59,1.18885741265345,1D
AXOJOM,2004,1.333,0.31829,91.95,0.201,3.41,4.82,1.41348973607038,1D
AXUDUS,2004,1.117,0.415397,87.82,0.261,2.99,4.37,1.46153846153846,1D
AXUFAB,2011,2.498,0.438352,30.66,0.185,3.29,4.39,1.33434650455927,1D
AXUGEH,2016,1.092,0.444319,837.28,0.334,4.32,5.21,1.20601851851852,2D
AXUHIL,2011,1.375,0.112714,5.77,0.051,1.99,4.26,2.14070351758794,1D
AYANOE,2011,1.2,0.259091,91.82,0.162,1.15,4.6,4,3D
AYANUK,2011,1.177,0.282454,74.6,0.174,2.16,4.62,2.13888888888889,3D
AYAYEG,2016,1.316,0.320361,79.34,0.175,2.36,4.45,1.88559322033898,1D
AYEDOY,2011,1.092,0.36875,270.7,0.268,3.34,5.46,1.63473053892216,1D
AYEDUE,2011,1.125,0.339538,197.49,0.236,2.85,5.38,1.88771929824561,1D
AYEFAM,2011,1.146,0.328467,175.27,0.217,2.72,5.12,1.88235294117647,1D
AYEQEC,2016,0.854,0.651121,1650.83,0.641,6.48,7.81,1.20524691358025,1D
AYICOA,2004,1.258,0.10287,0.95,0.045,1.01,4.03,3.99009900990099,3D
AYOKUW,2016,1.161,0.532242,1016.46,0.44,10.21,10.73,1.05093046033301,1D
AYUDUV,2016,1.337,0.190078,18.62,0.098,1.37,4.47,3.26277372262774,1D
AYUKUC,2016,1.21,0.408965,154.28,0.284,3.59,4.43,1.23398328690808,1D
AYUWUM,2004,1.351,0.190242,4.77,0.099,2.19,4.13,1.88584474885845,1D
AYUYEY,2004,0.911,0.558939,1653.21,0.565,7.89,8.67,1.09885931558935,1D
AZAFEO,2016,1.78,0.280123,102.32,0.13,1.19,4.74,3.98319327731092,2D
AZAFIS,2016,1.673,0.315683,79.36,0.163,2.5,4.47,1.788,1D
AZEXIM,2004,0.924,0.583706,1745.25,0.581,6.48,8.64,1.33333333333333,1D
AZEXUY,2004,1.536,0.215247,5.85,0.094,1.66,4.2,2.53012048192771,1D
AZEZAG,2004,0.406,0.82563,4128.87,1.97,12.18,20.05,1.64614121510673,1D
AZIMIH,2016,1.527,0.405503,22.89,0.211,3.03,4.28,1.41254125412541,2D
AZINUU,2016,0.458,0.788077,2707.03,1.705,12.65,14.8,1.1699604743083,1D
AZIPAA,2004,1.239,0.119619,1.75,0.056,1.44,4.09,2.84027777777778,1D
AZIPAC,2016,0.459,0.78882,2699.06,1.696,12.62,14.8,1.17274167987322,1D
AZOBEX,2011,1.315,0.245692,92.01,0.138,1.49,4.87,3.26845637583893,1D
AZUFEG,2004,2.138,0.189412,50.17,0.08,3.11,5.08,1.63344051446945,1D
AZULEM,2004,1.388,0.107484,0.21,0.049,1,4.02,4.02,NON-POROUS
BABBUC,2001,0.91,0.46457,313.76,0.399,3.72,4.7,1.26344086021505,2D
BACFAN,2002,1.197,0.273546,89.72,0.171,2.02,4.65,2.3019801980198,1D
BACGAQ,2015,1.165,0.323918,179.51,0.212,3.16,4.77,1.50949367088608,1D
BACMEZ,2011,0.961,0.542199,1573.57,0.522,6.81,7.71,1.13215859030837,1D
BACNAV,2002,0.907,0.577457,856.74,0.589,3.66,5.74,1.56830601092896,1D
BACYEK,2002,1.751,0.351072,55.1,0.196,2.94,4.61,1.56802721088435,1D
BACZIR,2015,1.587,0.079407,2.44,0.033,2.02,4.33,2.14356435643564,1D
BADFUI,2002,1.099,0.580639,1737.34,0.459,5.36,6.32,1.17910447761194,1D
BADLOH,1982,1.653,0.256002,83.57,0.119,1.58,5.17,3.27215189873418,1D
BADXUC,2015,0.885,0.66174,1819.76,0.653,8.8,10.33,1.17386363636364,1D
BADYAJ,2015,0.984,0.630205,1623.44,0.547,6.69,8.31,1.24215246636771,1D
BAEDTA01,2011,2.264,0.076305,5.49,0.019,1.65,4.66,2.82424242424242,1D
BAFCOB,2002,1.215,0.20524,0.22,0.141,1.61,4.07,2.52795031055901,1D
BAGFUM,2012,1.088,0.492282,816.26,0.391,4.27,6.14,1.43793911007026,1D
BAGGEX,2012,1.166,0.227456,6.93,0.136,1.48,4.18,2.82432432432432,2D
BAGNEF,2017,1.63,0.177039,12.36,0.08,1.06,4.23,3.99056603773585,2D
BAHCOF,2017,1.597,0.260585,317.14,0.148,4.87,5.68,1.16632443531828,1D
BAHFAU,2017,0.773,0.656537,1649.17,0.761,4.66,5.97,1.28111587982833,2D
BAHGUN03,2003,1.502,0.263163,0.1,0.129,3,4.12,1.37333333333333,1D
BAHGUN04,2003,1.485,0.262114,0.49,0.13,3,4.11,1.37,1D
BAHGUN,2002,1.493,0.26713,0.44,0.133,3.02,4.14,1.37086092715232,1D
BAHHUQ,2017,1.457,0.208042,49.27,0.1,1.14,4.57,4.00877192982456,3D
BAHJUR,2012,1.772,0.256206,74.76,0.109,1.15,4.62,4.01739130434783,2D
BAHMEF,2017,0.86,0.614897,2042.87,0.618,6.38,6.82,1.06896551724138,1D
BAHMUV,2017,1.088,0.449471,745.28,0.337,4.55,6.54,1.43736263736264,1D
BAHPEH,2012,1.369,0.218073,37.88,0.113,1.55,4.38,2.8258064516129,1D
BAHPEI,2017,0.9,0.467796,1155.77,0.474,5.23,7.28,1.39196940726577,1D
BAJQAF,2003,1.329,0.238042,91.5,0.151,2.57,5.49,2.13618677042802,1D
BAJYIW,2013,0.928,0.531048,843.94,0.451,4.3,5.66,1.31627906976744,1D
BAKCAS,2003,1.525,0.224611,15.24,0.111,3.04,4.3,1.41447368421053,1D
BAKJII,2013,0.959,0.637875,1124.09,0.542,4.76,6.02,1.26470588235294,1D
BAKJOM,1999,1.89,0.333846,121.55,0.135,2.77,5.22,1.88447653429603,2D
BAKMUW,2003,0.964,0.235904,173.11,0.18,3.63,4.84,1.33333333333333,1D
BAKNIN,2017,1.261,0.110848,6.29,0.064,1.49,4.22,2.83221476510067,1D
BAKPOS,1999,1.162,0.649065,1054.09,0.482,4.09,6.18,1.51100244498778,2D
BALJOQ,2017,1.179,0.535058,903.04,0.388,4,6.52,1.63,1D
BAMLUY,2012,0.908,0.467055,1223.17,0.465,4.64,7.74,1.66810344827586,1D
BAMRAK,2012,1.318,0.181973,15.06,0.09,1.31,4.28,3.26717557251908,3D
BAMYAS,2017,2.152,0.199321,5.59,0.073,1.84,4.24,2.30434782608696,1D
BANGED,2003,0.746,0.588701,1956.31,0.83,4.2,5.94,1.41428571428571,1D
BANGIH,2003,1.177,0.439417,589.58,0.321,4.02,5.52,1.37313432835821,1D
BANHAA,2003,1.247,0.274095,219.14,0.157,1.99,5.04,2.53266331658291,1D
BANMAG,2012,1.492,0.336322,522.27,0.203,6.87,8.11,1.18049490538573,1D
BANTIV01,2015,0.758,0.565856,1350.3,0.69,4.09,5.7,1.39364303178484,2D
BANTIV02,2015,0.775,0.558979,1122.8,0.668,4.1,5.62,1.37073170731707,2D
BAPJUZ,2012,1.196,0.154967,111.92,0.093,0.93,5.26,5.65591397849462,NON-POROUS
BAPMAJ,2017,1.049,0.498362,799.8,0.43,4.03,5.99,1.4863523573201,1D
BAPMOX,2017,2.008,0.336175,75.14,0.164,2.43,4.86,2,2D
BAPSUH01,2003,0.798,0.603902,1528.11,0.626,4.04,7.62,1.88613861386139,1D
BAPTUK,2017,1.232,0.328202,533.56,0.233,4.98,5.81,1.16666666666667,1D
BAQCEB,1999,1.205,0.394898,22.99,0.281,2.73,4.28,1.56776556776557,1D
BAQCIF,1999,0.975,0.38591,58.9,0.355,3.02,4.41,1.46026490066225,2D
BAQMOW,2003,1.773,0.20842,41.26,0.095,0.88,4.96,5.63636363636364,NON-POROUS
BAQMUC,2003,1.98,0.212488,30.31,0.082,0.85,4.83,5.68235294117647,NON-POROUS
BAQRES,2012,1.39,0.240136,28.41,0.131,3.53,4.36,1.23512747875354,1D
BAQSIV,1999,1.78,0.13703,45.2,0.064,1.12,4.49,4.00892857142857,1D
BARBEE,2017,1.286,0.230661,111.89,0.13,2.51,5.02,2,1D
BARBII,2017,1.239,0.180629,22.54,0.083,1.99,4.26,2.14070351758794,1D
BARVOH,2012,1.174,0.263173,139.79,0.184,3.46,4.89,1.41329479768786,1D
BARWAU,2012,0.713,0.605428,1766.75,0.784,9.36,11.23,1.19978632478632,2D
BARXIC01,2004,1.366,0.223884,5.72,0.129,3.62,4.19,1.15745856353591,1D
BARXIC,2003,1.35,0.225626,4.23,0.133,3.64,4.12,1.13186813186813,1D
BARZIF,2012,1.442,0.25877,219.88,0.142,3.68,5.67,1.54076086956522,1D
BASHAF,2003,0.6,0.662199,3411.54,1.162,4.07,7.11,1.74692874692875,3D
BASHEJ,2003,0.63,0.660653,3109.3,1.103,4.05,7.07,1.74567901234568,3D
BASHIN,2003,0.748,0.552993,915.13,0.819,3.16,5.65,1.7879746835443,3D
BASHOT,2003,0.768,0.553751,847.09,0.794,3.15,5.63,1.78730158730159,3D
BASJIP,2003,1.605,0.325701,244.36,0.179,4.34,5.01,1.15437788018433,1D
BASVIB,2003,1.124,0.220761,182.44,0.148,1.25,5.01,4.008,2D
BASVOH,2003,1.232,0.212229,127.34,0.133,1.46,4.77,3.26712328767123,1D
BATNER,2012,0.6,0.565252,2811.3,0.881,6.54,7.72,1.18042813455657,1D
BAVKOA,2012,1.273,0.493424,179.04,0.28,3.79,4.91,1.29551451187335,1D
BAVREW01,2004,1.807,0.275831,86.4,0.116,1.75,4.96,2.83428571428571,1D
BAVWED,2017,1.436,0.241227,164.47,0.13,2.48,4.96,2,1D
BAWQIB01,2013,1.238,0.222697,0.5,0.127,1.61,4.07,2.52795031055901,1D
BAWZEH,2017,0.662,0.61106,1637.58,0.956,3.81,5.39,1.41469816272966,1D
BAXFEN,2012,1.446,0.263465,293.86,0.14,4.68,5.65,1.20726495726496,1D
BAXHAL,2012,1.564,0.245509,36.93,0.136,2.76,4.34,1.57246376811594,2D
BAXHEP,2012,1.685,0.237448,11.76,0.121,2.68,4.2,1.56716417910448,2D
BAXHIT,2012,1.716,0.235129,11.01,0.118,2.69,4.22,1.56877323420074,2D
BAXHOZ,2012,1.593,0.23987,29.98,0.132,2.75,4.32,1.57090909090909,2D
BAXHUF,2012,1.58,0.239137,29.62,0.131,2.76,4.32,1.56521739130435,1D
BAXJAN01,2012,1.627,0.237578,23.25,0.127,2.75,4.32,1.57090909090909,1D
BAXJAN,2012,1.668,0.232046,4.49,0.119,2.64,4.14,1.56818181818182,2D
BAXJIV,2012,1.735,0.238894,8.84,0.115,2.68,4.21,1.57089552238806,2D
BAXLEU,2017,1.588,0.394691,479.41,0.248,3.92,6.27,1.59948979591837,2D
BAXREY,2004,1.529,0.230258,132.1,0.118,3.06,6.31,2.06209150326797,1D
BAXTEA,2004,1.385,0.156707,0.56,0.078,3.14,4.08,1.29936305732484,1D
BAYVOO,2012,1.218,0.48106,1429.75,0.421,6.53,7.47,1.14395099540582,1D
BAZBIO01,2007,1.008,0.555019,846.81,0.443,4.51,5.86,1.29933481152993,1D
BAZBIO,2004,1.008,0.555573,857.55,0.443,4.51,5.85,1.29711751662971,1D
BAZBOU02,2007,0.989,0.551771,850.54,0.456,4.43,5.99,1.35214446952596,1D
BAZBOU,2004,0.988,0.558801,920.79,0.462,4.65,5.96,1.28172043010753,1D
BAZCOW,2012,0.735,0.714515,2962.65,0.986,6.91,8.53,1.23444283646889,3D
BAZDAJ,2012,0.719,0.719167,3093.37,1.015,6.81,8.67,1.27312775330396,1D
BAZTEB,1999,0.73,0.602503,1330.94,0.702,4.16,4.9,1.17788461538462,3D
BAZVED,1999,0.721,0.620928,1533.36,0.731,4,5.34,1.335,3D
BCETPN,1978,0.931,0.477035,1188.05,0.498,6.64,7.16,1.07831325301205,1D
BEBBAM,2004,0.486,0.69686,4505.99,1.364,6.18,7.21,1.16666666666667,1D
BEBSAE,2012,0.422,0.825105,5575.01,1.839,7.25,8.95,1.23448275862069,2D
BECKAY,2017,1.627,0.293275,37.04,0.14,2.98,4.51,1.51342281879195,2D
BECQEF,1999,0.432,0.76229,4192.3,1.741,11.01,11.4,1.03542234332425,1D
BECSEI,2004,1.224,0.245905,49.28,0.175,3.03,4.58,1.51155115511551,1D
BECSUY,2004,1.158,0.341096,303.77,0.242,3.54,5,1.41242937853107,1D
BECTUA,2012,0.858,0.603916,1583.29,0.656,4.47,5.95,1.33109619686801,1D
BEDCOF,2017,1.236,0.202697,0.54,0.129,1.78,4.12,2.31460674157303,3D
BEFJAA,2017,2.297,0.237876,136.21,0.099,4.2,4.66,1.10952380952381,1D
BEGJAZ,2004,1.155,0.381747,79.62,0.266,3.37,4.49,1.33234421364985,2D
BEGZEU,2013,1.255,0.303543,37.38,0.166,3.59,4.24,1.18105849582173,1D
BEGZIY,2013,0.549,0.718004,3102.49,1.244,7.38,7.96,1.07859078590786,1D
BEHFAY01,2017,1.067,0.26032,338.05,0.208,3.96,5.43,1.37121212121212,1D
BEHKAC,2013,1.175,0.384974,262.91,0.254,3.49,5.28,1.51289398280802,1D
BEHMAD01,2004,1.248,0.557153,1152.17,0.41,7.47,8.9,1.19143239625167,1D
BEHMAE,2013,1.749,0.166559,20.86,0.082,1.77,4.47,2.52542372881356,1D
BEHPIO,2004,1.162,0.228493,46.12,0.109,2.56,4.59,1.79296875,1D
BEHPOU,2004,1.027,0.379907,266.4,0.29,3.26,4.92,1.50920245398773,1D
BEJCIF,2017,1.247,0.315405,46.75,0.205,2.94,4.62,1.57142857142857,1D
BEJHOQ,2017,0.619,0.730567,4133.04,1.256,6.51,8.09,1.24270353302611,1D
BEJYUN,2017,1.408,0.114823,1.67,0.051,1.31,4.27,3.25954198473282,1D
BEKDUR01,2004,1.449,0.299131,8.26,0.154,2.85,4.17,1.46315789473684,1D
BEKNIR,2017,1.204,0.57171,1086.85,0.445,4.21,6.36,1.51068883610451,1D
BEKNOX,2017,1.182,0.587983,1069.3,0.472,3.85,6.29,1.63376623376623,3D
BEKPAL,2017,1.07,0.614145,1326.52,0.537,8.2,9.28,1.13170731707317,1D
BEKROZ,2004,2.794,0.208886,55.69,0.075,3.32,5.01,1.50903614457831,1D
BELBEA,2004,1.447,0.114226,9.18,0.053,1.5,4.25,2.83333333333333,1D
BELJIL,1982,1.287,0.296872,445.78,0.188,4.81,7.03,1.46153846153846,1D
BEMCUU,2017,1.766,0.102693,4.85,0.04,2.81,4.26,1.51601423487544,1D
