Refcode,Year,MOF Density (g/cm3),Helium Void Fraction (-),Surface Area (m2/g),Free Volume (cm3/g),Pore Limiting Diameter (A),Large Cavity Diameter (A),Ratio LCD/PLD (-),Porosity,Density (g/cm3),Helium void fraction (-),Surface area (m2/g),Free volume (cm3/g),Pore limiting diameter (A),Large cavity diameter (A),LCD/PLD (-)
SOBYUE,2008,1.337,0.155,62.220,0.095,1.330,5.320,4.000,3D,[1.3-1.4),[0.1-0.2),[50-100),[0.0-0.1),[0.7-1.4),[5.3-5.6),[4.0-5.0)
HITQOR,2008,1.632,0.134,25.180,0.061,1.340,4.390,3.276,1D,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[0.7-1.4),[4.3-4.4),[3.0-4.0)
UFEMEY,2008,1.148,0.185,30.950,0.116,1.340,4.380,3.269,2D,[1.1-1.2),[0.1-0.2),[0-50),[0.1-0.2),[0.7-1.4),[4.3-4.4),[3.0-4.0)
UGAPEY,2008,1.149,0.187,38.150,0.118,1.360,4.440,3.265,2D,[1.1-1.2),[0.1-0.2),[0-50),[0.1-0.2),[0.7-1.4),[4.4-4.5),[3.0-4.0)
CILDUX,2008,2.387,0.200,39.270,0.083,1.370,4.470,3.263,2D,[2.0-7.0],[0.2-0.3),[0-50),[0.0-0.1),[0.7-1.4),[4.4-4.5),[3.0-4.0)
SIQCUR,2008,1.260,0.188,158.920,0.112,1.370,5.490,4.007,1D,[1.2-1.3),[0.1-0.2),[150-200),[0.1-0.2),[0.7-1.4),[5.3-5.6),[4.0-5.0)
SOBZEP,2008,1.176,0.173,101.570,0.116,1.390,5.550,3.993,2D,[1.1-1.2),[0.1-0.2),[100-150),[0.1-0.2),[0.7-1.4),[5.3-5.6),[3.0-4.0)
UGAPIC,2008,1.122,0.196,59.900,0.125,1.390,4.540,3.266,3D,[1.1-1.2),[0.1-0.2),[50-100),[0.1-0.2),[0.7-1.4),[4.5-4.6),[3.0-4.0)
WODCEY,2008,1.322,0.248,42.100,0.123,1.400,4.560,3.257,1D,[1.3-1.4),[0.2-0.3),[0-50),[0.1-0.2),[1.4-1.6),[4.5-4.6),[3.0-4.0)
GIZKIK,2008,1.232,0.275,133.950,0.163,1.400,4.570,3.264,1D,[1.2-1.3),[0.2-0.3),[100-150),[0.1-0.2),[1.4-1.6),[4.5-4.6),[3.0-4.0)
VIPVEW,2008,1.647,0.101,0.110,0.043,1.430,4.050,2.832,1D,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[1.4-1.6),[3.9-4.2),[2.5-3.0)
VIPVOG,2008,1.613,0.103,0.840,0.045,1.430,4.050,2.832,1D,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[1.4-1.6),[3.9-4.2),[2.5-3.0)
WILLOT,2008,1.330,0.137,59.200,0.079,1.430,4.680,3.273,1D,[1.3-1.4),[0.1-0.2),[50-100),[0.0-0.1),[1.4-1.6),[4.6-4.8),[3.0-4.0)
UFEWAE,2008,1.039,0.440,514.360,0.319,1.430,5.710,3.993,1D,[1.0-1.1),[0.4-0.5),[500-600),[0.3-0.4),[1.4-1.6),[5.6-6.0),[3.0-4.0)
SOCVUC,2008,1.460,0.147,0.640,0.056,1.450,4.110,2.834,2D,[1.4-1.5),[0.1-0.2),[0-50),[0.0-0.1),[1.4-1.6),[3.9-4.2),[2.5-3.0)
POCLUP,2008,1.538,0.133,1.160,0.062,1.460,4.130,2.829,1D,[1.5-1.6),[0.1-0.2),[0-50),[0.0-0.1),[1.4-1.6),[3.9-4.2),[2.5-3.0)
VIPVUM,2008,1.577,0.104,2.460,0.047,1.470,4.150,2.823,1D,[1.5-1.6),[0.1-0.2),[0-50),[0.0-0.1),[1.4-1.6),[3.9-4.2),[2.5-3.0)
NIRBOG,2008,1.094,0.194,16.670,0.114,1.480,4.180,2.824,3D,[1.0-1.1),[0.1-0.2),[0-50),[0.1-0.2),[1.4-1.6),[3.9-4.2),[2.5-3.0)
YIPBOP,2008,1.160,0.246,131.850,0.152,1.500,4.900,3.267,1D,[1.1-1.2),[0.2-0.3),[100-150),[0.1-0.2),[1.4-1.6),[4.8-5.0),[3.0-4.0)
DIVLEA,2008,1.245,0.145,15.070,0.078,1.510,4.280,2.834,1D,[1.2-1.3),[0.1-0.2),[0-50),[0.0-0.1),[1.4-1.6),[4.2-4.3),[2.5-3.0)
UGAHUG,2008,1.809,0.221,62.660,0.090,1.530,5.000,3.268,2D,[1.8-2.0),[0.2-0.3),[50-100),[0.0-0.1),[1.4-1.6),[5.0-5.3),[3.0-4.0)
JITFAU,2008,1.710,0.264,69.170,0.108,1.550,5.060,3.265,1D,[1.6-1.8),[0.2-0.3),[50-100),[0.1-0.2),[1.4-1.6),[5.0-5.3),[3.0-4.0)
YIZNUR,2008,1.326,0.235,11.640,0.120,1.600,4.520,2.825,2D,[1.3-1.4),[0.2-0.3),[0-50),[0.1-0.2),[1.6-2.2),[4.5-4.6),[2.5-3.0)
POCSUW,2008,1.252,0.230,171.880,0.130,1.600,5.230,3.269,1D,[1.2-1.3),[0.2-0.3),[150-200),[0.1-0.2),[1.6-2.2),[5.0-5.3),[3.0-4.0)
XIRVOK,2008,1.130,0.103,41.490,0.071,1.610,4.560,2.832,1D,[1.1-1.2),[0.1-0.2),[0-50),[0.0-0.1),[1.6-2.2),[4.5-4.6),[2.5-3.0)
HIYYIY,2008,1.195,0.091,14.510,0.044,1.620,4.600,2.840,1D,[1.1-1.2),[0.0-0.1),[0-50),[0.0-0.1),[1.6-2.2),[4.6-4.8),[2.5-3.0)
DIZWIT,2008,1.404,0.133,42.280,0.055,1.650,4.660,2.824,1D,[1.4-1.5),[0.1-0.2),[0-50),[0.0-0.1),[1.6-2.2),[4.6-4.8),[2.5-3.0)
JIQTAF,2008,1.735,0.157,6.320,0.079,1.670,4.210,2.521,1D,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[1.6-2.2),[4.2-4.3),[2.5-3.0)
YODBOJ,2008,1.296,0.288,122.150,0.171,1.690,4.780,2.828,1D,[1.2-1.3),[0.2-0.3),[100-150),[0.1-0.2),[1.6-2.2),[4.6-4.8),[2.5-3.0)
GIRHAR,2008,1.487,0.307,11.180,0.164,1.710,4.330,2.532,3D,[1.4-1.5),[0.3-0.4),[0-50),[0.1-0.2),[1.6-2.2),[4.3-4.4),[2.5-3.0)
NIMZIT,2008,1.179,0.278,60.160,0.173,1.710,4.310,2.520,1D,[1.1-1.2),[0.2-0.3),[50-100),[0.1-0.2),[1.6-2.2),[4.3-4.4),[2.5-3.0)
MIVDIF,2008,1.258,0.198,0.710,0.107,1.750,4.040,2.309,1D,[1.2-1.3),[0.1-0.2),[0-50),[0.1-0.2),[1.6-2.2),[3.9-4.2),[2.0-2.5)
XOGMAI,2008,1.432,0.220,1.220,0.108,1.750,4.040,2.309,1D,[1.4-1.5),[0.2-0.3),[0-50),[0.1-0.2),[1.6-2.2),[3.9-4.2),[2.0-2.5)
GIRHIZ,2008,1.524,0.278,0.870,0.144,1.770,4.100,2.316,3D,[1.5-1.6),[0.2-0.3),[0-50),[0.1-0.2),[1.6-2.2),[3.9-4.2),[2.0-2.5)
SIYMAP,2008,1.349,0.162,1.250,0.079,1.770,4.080,2.305,1D,[1.3-1.4),[0.1-0.2),[0-50),[0.0-0.1),[1.6-2.2),[3.9-4.2),[2.0-2.5)
TOBPEG,2008,1.585,0.196,39.720,0.063,1.770,5.000,2.825,1D,[1.5-1.6),[0.1-0.2),[0-50),[0.0-0.1),[1.6-2.2),[5.0-5.3),[2.5-3.0)
NIMZEP,2008,1.175,0.189,2.640,0.106,1.780,4.100,2.303,1D,[1.1-1.2),[0.1-0.2),[0-50),[0.1-0.2),[1.6-2.2),[3.9-4.2),[2.0-2.5)
TILLUW,2008,1.434,0.201,1.850,0.097,1.790,4.130,2.307,3D,[1.4-1.5),[0.2-0.3),[0-50),[0.0-0.1),[1.6-2.2),[3.9-4.2),[2.0-2.5)
RODKOL01,2008,1.360,0.200,146.610,0.106,1.790,6.400,3.575,2D,[1.3-1.4),[0.1-0.2),[100-150),[0.1-0.2),[1.6-2.2),[6.0-6.5),[3.0-4.0)
HIWCAS,2008,1.424,0.196,29.730,0.104,1.860,4.290,2.306,1D,[1.4-1.5),[0.1-0.2),[0-50),[0.1-0.2),[1.6-2.2),[4.2-4.3),[2.0-2.5)
POBXIO,2008,3.400,0.128,10.230,0.035,1.860,4.710,2.532,1D,[2.0-7.0],[0.1-0.2),[0-50),[0.0-0.1),[1.6-2.2),[4.6-4.8),[2.5-3.0)
GIPFOB,2008,1.849,0.154,8.630,0.059,1.870,4.320,2.310,1D,[1.8-2.0),[0.1-0.2),[0-50),[0.0-0.1),[1.6-2.2),[4.3-4.4),[2.0-2.5)
RIVTEW,2008,1.443,0.316,43.750,0.176,1.880,4.340,2.309,2D,[1.4-1.5),[0.3-0.4),[0-50),[0.1-0.2),[1.6-2.2),[4.3-4.4),[2.0-2.5)
TISPIV,2008,1.250,0.181,56.460,0.098,1.880,4.770,2.537,1D,[1.2-1.3),[0.1-0.2),[50-100),[0.0-0.1),[1.6-2.2),[4.6-4.8),[2.5-3.0)
YIZBAL,2008,1.368,0.175,23.150,0.063,1.900,4.380,2.305,2D,[1.3-1.4),[0.1-0.2),[0-50),[0.0-0.1),[1.6-2.2),[4.3-4.4),[2.0-2.5)
JITFEY,2008,1.331,0.244,129.930,0.114,1.900,5.380,2.832,3D,[1.3-1.4),[0.2-0.3),[100-150),[0.1-0.2),[1.6-2.2),[5.3-5.6),[2.5-3.0)
NOJCAR,2008,0.986,0.271,119.350,0.216,1.910,4.830,2.529,1D,[0.8-1.0),[0.2-0.3),[100-150),[0.2-0.3),[1.6-2.2),[4.8-5.0),[2.5-3.0)
CIPLUJ,2008,1.532,0.179,21.670,0.084,1.920,4.870,2.536,1D,[1.5-1.6),[0.1-0.2),[0-50),[0.0-0.1),[1.6-2.2),[4.8-5.0),[2.5-3.0)
LOJNAA,2008,1.704,0.173,9.190,0.069,1.930,4.450,2.306,3D,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[1.6-2.2),[4.4-4.5),[2.0-2.5)
DOCPOB,2008,1.582,0.215,70.050,0.096,1.960,4.970,2.536,2D,[1.5-1.6),[0.2-0.3),[50-100),[0.0-0.1),[1.6-2.2),[4.8-5.0),[2.5-3.0)
CIZTIP,2008,1.701,0.192,0.540,0.076,2.020,4.050,2.005,1D,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[1.6-2.2),[3.9-4.2),[2.0-2.5)
WILNIP01,2008,1.293,0.196,0.810,0.107,2.050,4.110,2.005,1D,[1.2-1.3),[0.1-0.2),[0-50),[0.1-0.2),[1.6-2.2),[3.9-4.2),[2.0-2.5)
RIPTAM,2008,1.557,0.201,90.640,0.117,2.070,4.770,2.304,1D,[1.5-1.6),[0.2-0.3),[50-100),[0.1-0.2),[1.6-2.2),[4.6-4.8),[2.0-2.5)
WIMMIP,2008,1.863,0.221,62.720,0.098,2.070,4.780,2.309,2D,[1.8-2.0),[0.2-0.3),[50-100),[0.0-0.1),[1.6-2.2),[4.6-4.8),[2.0-2.5)
VILWUJ,2008,1.739,0.209,33.930,0.120,2.080,4.450,2.139,1D,[1.6-1.8),[0.2-0.3),[0-50),[0.1-0.2),[1.6-2.2),[4.4-4.5),[2.0-2.5)
NOGYAK,2008,1.234,0.225,3.780,0.114,2.090,4.180,2.000,1D,[1.2-1.3),[0.2-0.3),[0-50),[0.1-0.2),[1.6-2.2),[3.9-4.2),[2.0-2.5)
WILNIP,2008,1.262,0.214,4.520,0.121,2.110,4.220,2.000,1D,[1.2-1.3),[0.2-0.3),[0-50),[0.1-0.2),[1.6-2.2),[4.2-4.3),[2.0-2.5)
CITTUV,2008,1.190,0.264,35.810,0.173,2.160,4.320,2.000,1D,[1.1-1.2),[0.2-0.3),[0-50),[0.1-0.2),[1.6-2.2),[4.3-4.4),[2.0-2.5)
JIQTEJ,2008,1.665,0.187,9.110,0.091,2.170,4.340,2.000,1D,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[1.6-2.2),[4.3-4.4),[2.0-2.5)
WIWJES,2008,1.385,0.283,22.630,0.130,2.170,4.340,2.000,1D,[1.3-1.4),[0.2-0.3),[0-50),[0.1-0.2),[1.6-2.2),[4.3-4.4),[2.0-2.5)
NOHYOZ,2008,1.312,0.149,4.440,0.060,2.180,4.110,1.885,3D,[1.3-1.4),[0.1-0.2),[0-50),[0.0-0.1),[1.6-2.2),[3.9-4.2),[1.8-2.0)
GIPLAT,2008,1.260,0.266,131.850,0.151,2.190,4.690,2.142,1D,[1.2-1.3),[0.2-0.3),[100-150),[0.1-0.2),[1.6-2.2),[4.6-4.8),[2.0-2.5)
GOBXUR,2008,3.639,0.162,9.130,0.045,2.230,4.760,2.135,1D,[2.0-7.0],[0.1-0.2),[0-50),[0.0-0.1),[2.2-2.6),[4.6-4.8),[2.0-2.5)
POCREF,2008,1.749,0.120,12.280,0.049,2.250,4.240,1.884,1D,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[2.2-2.6),[4.2-4.3),[1.8-2.0)
DOCNIT,2008,1.723,0.215,91.030,0.105,2.250,4.800,2.133,1D,[1.6-1.8),[0.2-0.3),[50-100),[0.1-0.2),[2.2-2.6),[4.8-5.0),[2.0-2.5)
EFANIJ,2008,1.297,0.325,119.020,0.180,2.270,4.850,2.137,2D,[1.2-1.3),[0.3-0.4),[100-150),[0.1-0.2),[2.2-2.6),[4.8-5.0),[2.0-2.5)
UGANUM,2008,1.324,0.214,86.970,0.117,2.270,4.540,2.000,1D,[1.3-1.4),[0.2-0.3),[50-100),[0.1-0.2),[2.2-2.6),[4.5-4.6),[2.0-2.5)
DIVQAB,2008,1.442,0.340,41.690,0.193,2.280,4.290,1.882,1D,[1.4-1.5),[0.3-0.4),[0-50),[0.1-0.2),[2.2-2.6),[4.2-4.3),[1.8-2.0)
RISKOU,2008,1.154,0.300,249.550,0.202,2.290,5.280,2.306,1D,[1.1-1.2),[0.2-0.3),[200-300),[0.2-0.3),[2.2-2.6),[5.0-5.3),[2.0-2.5)
POBZIQ,2008,1.190,0.231,11.160,0.156,2.320,4.370,1.884,1D,[1.1-1.2),[0.2-0.3),[0-50),[0.1-0.2),[2.2-2.6),[4.3-4.4),[1.8-2.0)
PIYRAR,2008,1.361,0.261,75.540,0.118,2.340,4.690,2.004,1D,[1.3-1.4),[0.2-0.3),[50-100),[0.1-0.2),[2.2-2.6),[4.6-4.8),[2.0-2.5)
MIQXUG,2008,0.903,0.357,12.740,0.287,2.360,4.220,1.788,3D,[0.8-1.0),[0.3-0.4),[0-50),[0.2-0.3),[2.2-2.6),[4.2-4.3),[1.6-1.8)
QIXZAZ,2008,1.035,0.398,168.820,0.279,2.360,5.040,2.136,2D,[1.0-1.1),[0.3-0.4),[150-200),[0.2-0.3),[2.2-2.6),[5.0-5.3),[2.0-2.5)
QIXZED,2008,0.991,0.406,209.570,0.321,2.370,5.060,2.135,3D,[0.8-1.0),[0.4-0.5),[200-300),[0.3-0.4),[2.2-2.6),[5.0-5.3),[2.0-2.5)
TISKOW,2008,1.667,0.222,95.590,0.115,2.380,5.730,2.408,1D,[1.6-1.8),[0.2-0.3),[50-100),[0.1-0.2),[2.2-2.6),[5.6-6.0),[2.0-2.5)
MITJAB,2008,1.165,0.359,246.640,0.208,2.390,5.100,2.134,2D,[1.1-1.2),[0.3-0.4),[200-300),[0.2-0.3),[2.2-2.6),[5.0-5.3),[2.0-2.5)
XIPQOD,2008,1.175,0.352,249.310,0.236,2.390,4.780,2.000,1D,[1.1-1.2),[0.3-0.4),[200-300),[0.2-0.3),[2.2-2.6),[4.6-4.8),[2.0-2.5)
YIWCUD,2008,1.119,0.392,284.770,0.261,2.420,4.830,1.996,1D,[1.1-1.2),[0.3-0.4),[200-300),[0.2-0.3),[2.2-2.6),[4.8-5.0),[1.8-2.0)
GOBTIB,2008,1.009,0.287,393.910,0.253,2.420,5.580,2.306,1D,[1.0-1.1),[0.2-0.3),[300-400),[0.2-0.3),[2.2-2.6),[5.3-5.6),[2.0-2.5)
GOGMEV,2008,1.009,0.285,389.700,0.255,2.420,5.580,2.306,1D,[1.0-1.1),[0.2-0.3),[300-400),[0.2-0.3),[2.2-2.6),[5.3-5.6),[2.0-2.5)
MISLAC,2008,1.461,0.175,5.410,0.107,2.450,4.180,1.706,2D,[1.4-1.5),[0.1-0.2),[0-50),[0.1-0.2),[2.2-2.6),[3.9-4.2),[1.6-1.8)
NINVIQ,2008,1.218,0.351,157.170,0.264,2.510,4.490,1.789,2D,[1.2-1.3),[0.3-0.4),[150-200),[0.2-0.3),[2.2-2.6),[4.4-4.5),[1.6-1.8)
QIXZIH,2008,1.054,0.409,244.430,0.301,2.520,5.040,2.000,3D,[1.0-1.1),[0.4-0.5),[200-300),[0.3-0.4),[2.2-2.6),[5.0-5.3),[2.0-2.5)
YIQNAO,2008,1.088,0.333,75.140,0.246,2.520,4.750,1.885,3D,[1.0-1.1),[0.3-0.4),[50-100),[0.2-0.3),[2.2-2.6),[4.6-4.8),[1.8-2.0)
SOCGAT,2008,1.281,0.125,14.700,0.079,2.540,4.330,1.705,1D,[1.2-1.3),[0.1-0.2),[0-50),[0.0-0.1),[2.2-2.6),[4.3-4.4),[1.6-1.8)
QIVBON,2008,1.290,0.253,42.650,0.148,2.560,4.570,1.785,2D,[1.2-1.3),[0.2-0.3),[0-50),[0.1-0.2),[2.2-2.6),[4.5-4.6),[1.6-1.8)
DIWCAO,2008,1.420,0.290,97.860,0.164,2.560,4.580,1.789,1D,[1.4-1.5),[0.2-0.3),[50-100),[0.1-0.2),[2.2-2.6),[4.5-4.6),[1.6-1.8)
NODKAT,2008,1.200,0.375,76.430,0.213,2.560,4.580,1.789,1D,[1.2-1.3),[0.3-0.4),[50-100),[0.2-0.3),[2.2-2.6),[4.5-4.6),[1.6-1.8)
XIQDAD,2008,1.457,0.192,29.100,0.107,2.570,4.390,1.708,1D,[1.4-1.5),[0.1-0.2),[0-50),[0.1-0.2),[2.2-2.6),[4.3-4.4),[1.6-1.8)
VIRJOW,2008,1.309,0.260,62.060,0.148,2.570,4.390,1.708,1D,[1.3-1.4),[0.2-0.3),[50-100),[0.1-0.2),[2.2-2.6),[4.3-4.4),[1.6-1.8)
VIRPOC,2008,1.632,0.175,25.520,0.123,2.600,4.650,1.788,3D,[1.6-1.8),[0.1-0.2),[0-50),[0.1-0.2),[2.6-3.0),[4.6-4.8),[1.6-1.8)
XIZKAT,2008,3.147,0.230,83.130,0.075,2.610,5.580,2.138,1D,[2.0-7.0],[0.2-0.3),[50-100),[0.0-0.1),[2.6-3.0),[5.3-5.6),[2.0-2.5)
BODJEK,2008,1.067,0.276,4.560,0.181,2.620,4.110,1.569,1D,[1.0-1.1),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.5-1.6)
EFEBOH,2008,1.506,0.268,10.690,0.149,2.620,4.280,1.634,1D,[1.5-1.6),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.2-4.3),[1.6-1.8)
QIYJEO,2008,3.457,0.103,18.380,0.034,2.640,4.730,1.792,2D,[2.0-7.0],[0.1-0.2),[0-50),[0.0-0.1),[2.6-3.0),[4.6-4.8),[1.6-1.8)
QOFCEU,2008,1.289,0.436,95.600,0.259,2.640,4.730,1.792,2D,[1.2-1.3),[0.4-0.5),[50-100),[0.2-0.3),[2.6-3.0),[4.6-4.8),[1.6-1.8)
GIYTOY,2008,1.709,0.378,1.020,0.191,2.660,4.180,1.571,3D,[1.6-1.8),[0.3-0.4),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.5-1.6)
GIZNOT,2008,1.713,0.375,1.730,0.189,2.660,4.170,1.568,3D,[1.6-1.8),[0.3-0.4),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.5-1.6)
TIMBOH,2008,1.229,0.371,330.610,0.234,2.660,6.140,2.308,3D,[1.2-1.3),[0.3-0.4),[300-400),[0.2-0.3),[2.6-3.0),[6.0-6.5),[2.0-2.5)
DODKEN,2008,1.997,0.243,8.340,0.102,2.670,4.200,1.573,1D,[1.8-2.0),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.2-4.3),[1.5-1.6)
LIJXEI,2008,1.622,0.167,16.660,0.083,2.670,4.360,1.633,1D,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[2.6-3.0),[4.3-4.4),[1.6-1.8)
TIQBEB,2008,1.088,0.286,114.060,0.204,2.680,4.580,1.709,1D,[1.0-1.1),[0.2-0.3),[100-150),[0.2-0.3),[2.6-3.0),[4.5-4.6),[1.6-1.8)
QITYOI,2008,1.451,0.340,185.450,0.200,2.680,4.790,1.787,1D,[1.4-1.5),[0.3-0.4),[150-200),[0.2-0.3),[2.6-3.0),[4.6-4.8),[1.6-1.8)
MIQKUT,2008,1.176,0.463,12.800,0.344,2.700,4.230,1.567,1D,[1.1-1.2),[0.4-0.5),[0-50),[0.3-0.4),[2.6-3.0),[4.2-4.3),[1.5-1.6)
RIVTIA,2008,1.610,0.325,26.150,0.152,2.700,4.240,1.570,2D,[1.6-1.8),[0.3-0.4),[0-50),[0.1-0.2),[2.6-3.0),[4.2-4.3),[1.5-1.6)
PIVPIU,2008,1.481,0.232,1.530,0.136,2.710,4.090,1.509,1D,[1.4-1.5),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.5-1.6)
PIVPOA,2008,1.484,0.232,0.960,0.131,2.720,4.120,1.515,1D,[1.4-1.5),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.5-1.6)
RIXDIM,2008,1.516,0.200,92.650,0.115,2.730,5.150,1.886,1D,[1.5-1.6),[0.1-0.2),[50-100),[0.1-0.2),[2.6-3.0),[5.0-5.3),[1.8-2.0)
WILFIH,2008,1.696,0.284,76.630,0.162,2.750,4.490,1.633,2D,[1.6-1.8),[0.2-0.3),[50-100),[0.1-0.2),[2.6-3.0),[4.4-4.5),[1.6-1.8)
COBFUV,2008,1.114,0.305,188.560,0.208,2.760,4.710,1.707,2D,[1.1-1.2),[0.3-0.4),[150-200),[0.2-0.3),[2.6-3.0),[4.6-4.8),[1.6-1.8)
SIXRUN,2008,0.884,0.449,282.930,0.427,2.760,4.710,1.707,1D,[0.8-1.0),[0.4-0.5),[200-300),[0.4-0.5),[2.6-3.0),[4.6-4.8),[1.6-1.8)
DITLIC,2008,0.806,0.501,901.640,0.522,2.760,6.670,2.417,2D,[0.8-1.0),[0.5-0.6),[800-1000),[0.5-0.6),[2.6-3.0),[6.5-7.0),[2.0-2.5)
DIRYEJ,2008,1.131,0.286,57.640,0.199,2.770,4.960,1.791,1D,[1.1-1.2),[0.2-0.3),[50-100),[0.1-0.2),[2.6-3.0),[4.8-5.0),[1.6-1.8)
HICKUA01,2008,1.211,0.351,124.300,0.353,2.780,4.540,1.633,1D,[1.2-1.3),[0.3-0.4),[100-150),[0.3-0.4),[2.6-3.0),[4.5-4.6),[1.6-1.8)
WOGHEG,2008,1.241,0.388,120.010,0.234,2.780,4.740,1.705,1D,[1.2-1.3),[0.3-0.4),[100-150),[0.2-0.3),[2.6-3.0),[4.6-4.8),[1.6-1.8)
NISPIP,2008,1.532,0.321,22.060,0.176,2.790,4.230,1.516,1D,[1.5-1.6),[0.3-0.4),[0-50),[0.1-0.2),[2.6-3.0),[4.2-4.3),[1.5-1.6)
SIZGEO,2008,1.806,0.359,40.880,0.202,2.800,4.570,1.632,1D,[1.8-2.0),[0.3-0.4),[0-50),[0.2-0.3),[2.6-3.0),[4.5-4.6),[1.6-1.8)
XIRKEP,2008,1.445,0.290,15.230,0.153,2.820,4.120,1.461,1D,[1.4-1.5),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.4-1.5)
DIRYIN,2008,1.173,0.296,53.030,0.194,2.840,4.850,1.708,1D,[1.1-1.2),[0.2-0.3),[50-100),[0.1-0.2),[2.6-3.0),[4.8-5.0),[1.6-1.8)
GOCPEU,2008,1.318,0.282,8.920,0.157,2.860,4.320,1.510,2D,[1.3-1.4),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.3-4.4),[1.5-1.6)
SIXREX,2008,0.913,0.428,105.410,0.406,2.860,4.480,1.566,1D,[0.8-1.0),[0.4-0.5),[100-150),[0.4-0.5),[2.6-3.0),[4.4-4.5),[1.5-1.6)
UFITOT,2008,1.152,0.400,192.590,0.416,2.860,4.680,1.636,2D,[1.1-1.2),[0.3-0.4),[150-200),[0.4-0.5),[2.6-3.0),[4.6-4.8),[1.6-1.8)
DODMOZ,2008,1.439,0.234,40.680,0.116,2.870,4.510,1.571,2D,[1.4-1.5),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.5-4.6),[1.5-1.6)
UGADIQ,2008,1.212,0.370,343.380,0.240,2.870,5.940,2.070,1D,[1.2-1.3),[0.3-0.4),[300-400),[0.2-0.3),[2.6-3.0),[5.6-6.0),[2.0-2.5)
PIVWEX,2008,1.081,0.431,558.930,0.311,2.890,5.170,1.789,1D,[1.0-1.1),[0.4-0.5),[500-600),[0.3-0.4),[2.6-3.0),[5.0-5.3),[1.6-1.8)
TIVLIU,2008,2.885,0.270,8.890,0.081,2.900,4.230,1.459,1D,[2.0-7.0],[0.2-0.3),[0-50),[0.0-0.1),[2.6-3.0),[4.2-4.3),[1.4-1.5)
WIMRUG,2008,0.900,0.408,218.320,0.360,2.950,4.460,1.512,1D,[0.8-1.0),[0.4-0.5),[200-300),[0.3-0.4),[2.6-3.0),[4.4-4.5),[1.5-1.6)
MIWCOL,2008,1.152,0.390,384.770,0.231,2.950,5.560,1.885,3D,[1.1-1.2),[0.3-0.4),[300-400),[0.2-0.3),[2.6-3.0),[5.3-5.6),[1.8-2.0)
NOCJUL,2008,1.071,0.437,411.680,0.333,2.960,5.050,1.706,3D,[1.0-1.1),[0.4-0.5),[400-500),[0.3-0.4),[2.6-3.0),[5.0-5.3),[1.6-1.8)
WOCXIW,2008,1.344,0.244,50.610,0.118,2.970,4.850,1.633,1D,[1.3-1.4),[0.2-0.3),[50-100),[0.1-0.2),[2.6-3.0),[4.8-5.0),[1.6-1.8)
NOCHET,2008,2.203,0.330,187.240,0.157,2.980,5.340,1.792,1D,[2.0-7.0],[0.3-0.4),[150-200),[0.1-0.2),[2.6-3.0),[5.3-5.6),[1.6-1.8)
RIWXOL,2008,2.895,0.317,116.910,0.122,3.000,4.700,1.567,1D,[2.0-7.0],[0.3-0.4),[100-150),[0.1-0.2),[3.0-3.3),[4.6-4.8),[1.5-1.6)
RODMED,2008,1.215,0.335,142.030,0.225,3.010,4.720,1.568,1D,[1.2-1.3),[0.3-0.4),[100-150),[0.2-0.3),[3.0-3.3),[4.6-4.8),[1.5-1.6)
NIXQIV,2008,1.458,0.238,18.600,0.153,3.020,4.280,1.417,1D,[1.4-1.5),[0.2-0.3),[0-50),[0.1-0.2),[3.0-3.3),[4.2-4.3),[1.4-1.5)
WIMSAN,2008,0.897,0.406,337.030,0.357,3.030,4.760,1.571,1D,[0.8-1.0),[0.4-0.5),[300-400),[0.3-0.4),[3.0-3.3),[4.6-4.8),[1.5-1.6)
DODJEM,2008,1.418,0.144,19.650,0.073,3.050,4.320,1.416,1D,[1.4-1.5),[0.1-0.2),[0-50),[0.0-0.1),[3.0-3.3),[4.3-4.4),[1.4-1.5)
SIZGIS,2008,1.287,0.500,119.220,0.350,3.060,4.620,1.510,1D,[1.2-1.3),[0.4-0.5),[100-150),[0.3-0.4),[3.0-3.3),[4.6-4.8),[1.5-1.6)
